class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,owner,pos
Class 2,4yo+,1609,Good,15,2,Sunstreak (GB),4,C,134,Kieren Fallon,Chris Wall,98,111,Walter Grubmuller,2
Class 2,4yo+,1609,Good,15,10,Bomb Alaska (GB),4,G,117,P P Murphy,G B Balding,84,95,Miss B Swire,3
Class 2,4yo+,1609,Good,15,7,Abajany (GB),5,G,119,J D Smith,Mick Channon,86,95,John White And Partners,4
Class 2,4yo+,1609,Good,15,15,Pas De Memoires (IRE),4,G,110,Richard Mullen,K R Burke,77,85,Nigel Shields,5
Class 2,4yo+,1609,Good,15,14,Gaily Mill (GB),4,F,116,Martin Dwyer,I A Balding,80,86,Nigel Harris,6
Class 2,4yo+,1609,Good,15,3,Persiano (GB),4,G,134,Ray Cochrane,James Fanshawe,98,103,Miss A Church,7
Class 2,4yo+,1609,Good,15,1,Rock Falcon (IRE),6,G,138,Philip Robinson,Lady Herries,102,106,E Reitel,8
Class 2,4yo+,1609,Good,15,4,Dazilyn Lady (USA),4,F,128,Neil Pollard,P W Harris,95,97,M Parker G Knight Mrs G Godfrey,9
Class 2,4yo+,1609,Good,15,6,Strazo (IRE),6,G,123,Richard Hughes,Lady Herries,87,89,E Reitel,10
Class 2,4yo+,1609,Good,15,12,Mount Holly (USA),5,H,117,Pat Eddery,K Mahdi,81,82,Hamad Al Mutawa,11
Class 2,4yo+,1609,Good,15,5,Silk St John (GB),5,G,130,Pat McCabe,M J Ryan,94,94,C R S Partners,12
Class 2,4yo+,1609,Good,15,9,Topatori (IRE),5,M,120,Steve Drowne,Mark H Tompkins,84,83,M P Bowring,13
Class 2,4yo+,1609,Good,15,13,Saligo (IRE),4,F,116,C Rutter,Hughie Morrison,80,78,The Beach Club,14
Class 2,4yo+,1609,Good,15,11,Welville (GB),6,G,119,Tony Clark,Peter Makin,83,79,T G Warner,15
Class 3,3yo,1207,Good,7,2,Arctic Char (GB),3,F,125,Pat Eddery,Brian Meehan,–,95,Miss Gloria Abbey,1
Class 3,3yo,1207,Good,7,3,Dominant Dancer (GB),3,F,125,Tony Clark,J W Hills,91,93,P F Warren,2
Class 3,3yo,1207,Good,7,1,Enemy Action (USA),3,F,129,Kieren Fallon,Sir Henry Cecil,107,96,Cliveden Stud,3
Class 3,3yo,1207,Good,7,4,Elhida (IRE),3,F,125,T Sprake,Marcus Tregoning,100,89,Hamdan Al Maktoum,4
Class 3,3yo,1207,Good,7,7,Done And Dusted (IRE),3,F,118,Antonio Polli,Roy Brotherton,69,82,Paul Stringer,5
Class 3,3yo,1207,Good,7,6,Sharoura (GB),3,F,125,Richard Hughes,K Mahdi,85,78,Solaiman Al Saiary,6
Class 3,3yo,1207,Good,7,5,Precocious Miss (USA),3,F,125,Jimmy Fortune,Sir Michael Stoute,–,59,Maktoum Al Maktoum,7
Class 4,2yo,1006,Good,16,10,Our Ambition (IRE),2,R,126,W J OConnor,Brian Meehan,–,75,J A Mccarthy,1
Class 4,2yo,1006,Good,16,14,Who Da Leader (IRE),2,G,126,Richard Hughes,Richard Hannon Snr,–,73,Buddy Hackett,2
Class 4,2yo,1006,Good,16,5,Dont Worry Bout Me (IRE),2,G,126,Pat Eddery,T G Mills,–,73,Thorpe Vernon,3
Class 4,2yo,1006,Good,16,2,Cd Flyer (IRE),2,G,126,Steve Drowne,Mick Channon,–,72,Circular Distributors Ltd,4
Class 4,2yo,1006,Good,16,8,Mister Superb (GB),2,C,126,Ray Cochrane,V Soane,–,66,Gordon L Weston,5
Class 4,2yo,1006,Good,16,17,Peruvian Jade (GB),2,F,121,T Sprake,Nick Littmoden,–,56,M C S D Racing,6
Class 4,2yo,1006,Good,16,16,Damasquiner (GB),2,F,121,Pat McCabe,Ted Powell,–,53,Miss P I Westbrook,7
Class 4,2yo,1006,Good,16,15,Baileys Firecat (GB),2,F,121,Kieren Fallon,Mark Johnston,–,51,G R Bailey Ltd Baileys Horse Feeds,8
Class 4,2yo,1006,Good,16,4,City Golf Bar (IRE),2,C,119,Derek McGaffin,William Jarvis,–,52,David Murrell,9
Class 4,2yo,1006,Good,16,13,Speedfit Free (IRE),2,G,126,Philip Robinson,George Margarson,–,51,John Guest,10
Class 4,2yo,1006,Good,16,7,Master Jones (GB),2,G,123,Richard Mullen,Linda Stubbs,–,39,Maurice Parker,11
Class 4,2yo,1006,Good,16,11,Pape Diouf (GB),2,G,126,Jimmy Fortune,Kevin McAuliffe,–,38,Willie Mckay,12
Class 4,2yo,1006,Good,16,3,Chilworth (IRE),2,G,126,Tony Clark,T M Jones,–,37,John Crouch,13
Class 4,2yo,1006,Good,16,1,Cacophony (GB),2,G,126,G Hind,Simon Dow,–,36,Gatecrasher Partnership,14
Class 4,2yo,1006,Good,16,6,Kinsman (IRE),2,G,126,Martin Dwyer,I A Balding,–,18,Miss A V Hill,15
Class 4,2yo,1006,Good,16,9,NantucketI (IRE),2,G,123,Neil Pollard,David Elsworth,–,–,O J Mcdowell,UR
Class 4,3yo,1609,Good,15,11,TobrukI (IRE),3,C,126,Jimmy Fortune,Peter Chapple-Hyam,–,96,Mr R E Sangster Mr A K Collins,1
Class 4,3yo,1609,Good,15,8,Sylva Legend (USA),3,G,126,Philip Robinson,Clive Brittain,–,86,Eddy Grimstead Honda,2
Class 4,3yo,1609,Good,15,9,Ten Kingdoms (USA),3,C,126,G Hind,John Gosden,–,85,Sheikh Mohammed,3
Class 4,3yo,1609,Good,15,6,Grand Sonnet (IRE),3,C,126,Steve Drowne,David Elsworth,87,83,Michael Jackson Bloodstock Ltd,4
Class 4,3yo,1609,Good,15,13,Whitewater Boy (GB),3,G,126,W J OConnor,Brian Meehan,–,82,Lime Street Racing Syndicate,5
Class 4,3yo,1609,Good,15,2,Colonel North (IRE),3,G,126,Martin Dwyer,William Muir,–,71,Dulverton Equine,6
Class 4,3yo,1609,Good,15,10,The Shadow (GB),3,G,126,Simon Whitworth,David Arbuthnot,–,60,Mrs B J Lee,7
Class 4,3yo,1609,Good,15,3,CommanderI (GB),3,G,126,Kieren Fallon,Sir Henry Cecil,–,57,H R H Prince Fahd Salman,8
Class 4,3yo,1609,Good,15,4,Fudge Brownie (GB),3,G,126,A Morris,C A Cyzer,–,56,R M Cyzer,9
Class 4,3yo,1609,Good,15,12,Trouble (GB),3,G,121,K Sked,B W Hills,–,56,Seymour Cohn,10
Class 4,3yo,1609,Good,15,14,An Smeardubh (IRE),3,F,121,Pat McCabe,M J Ryan,–,48,Mr Mrs W J Foley,11
Class 4,3yo,1609,Good,15,5,Global Draw (IRE),3,G,126,T Sprake,Michael Jarvis,–,51,Mrs B Sadowska,12
Class 4,3yo,1609,Good,15,7,Kuwait Bird (GB),3,C,126,Richard Hughes,K Mahdi,–,49,Greenfield Stud,13
Class 4,3yo,1609,Good,15,1,Captain Bligh (GB),3,C,126,Pat Eddery,Sir Michael Stoute,–,36,Mrs John Magnier Michael Tabor,14
Class 4,3yo,1609,Good,15,15,Street Walker (IRE),3,F,121,Ray Cochrane,Chris Wall,–,22,The Boardroom Syndicate,15
Class 4,3yo,1609,Good,14,3,Crystal Creek (IRE),3,G,126,T Sprake,Amanda Perrett,–,82,Fred Cotton,1
Class 4,3yo,1609,Good,14,5,Elmhurst Boy (GB),3,C,126,Ray Cochrane,Simon Dow,79,82,R E Anderson,2
Class 4,3yo,1609,Good,14,6,Fair Warning (GER),3,G,126,Pat Eddery,J W Hills,–,79,M Wauchopesir Simon Dunningr Cottam,3
Class 4,3yo,1609,Good,14,9,Lovers Leap (GB),3,G,126,C Rutter,Henry Candy,–,75,The Earl Cadogan,4
Class 4,3yo,1609,Good,14,13,Another Rainbow (IRE),3,F,121,Philip Robinson,Gay Kelleway,72,65,Pot Of Gold Racing,5
Class 4,3yo,1609,Good,14,12,Parkside (IRE),3,G,126,Martin Dwyer,William Muir,–,69,The Parkside Partnership,6
Class 4,3yo,1609,Good,14,2,Crisis (IRE),3,G,126,Jimmy Fortune,Luca Cumani,–,66,Mrs Angie Silver,7
Class 4,3yo,1609,Good,14,1,Avanti (GB),3,C,126,Tony Clark,Peter Makin,–,66,Mrs P J Makin,8
Class 4,3yo,1609,Good,14,4,DetectiveI (GB),3,G,126,G Hind,John Gosden,–,62,Highclere Thoroughbred Racing Ltd,9
Class 4,3yo,1609,Good,14,14,Common Cause (GB),3,F,114,Maria Doe,Chris Wall,–,56,Tamuro Taniguchi,10
Class 4,3yo,1609,Good,14,10,Mullaghmore (IRE),3,G,126,W J OConnor,M Kettle,–,58,Greenacres,11
Class 4,3yo,1609,Good,14,8,Line Call (GB),3,C,126,Simon Whitworth,David Arbuthnot,–,58,T D Holland Martin,12
Class 4,3yo,1609,Good,14,11,Octane II (USA),3,G,126,Kieren Fallon,Sir Henry Cecil,–,51,Buckram Oak Holdings,13
Class 4,3yo,1609,Good,14,15,War Baby (GB),3,F,121,Steve Drowne,Miss B Sanders,–,40,Mrs J M Laycock,14
Class 4,2yo,1207,Good,15,1,Alpine Park (IRE),2,F,123,Michael Hills,Jeremy Noseda,–,77,Mrs Seamus Burns,1
Class 4,2yo,1207,Good,15,6,Eurolink Raindance (IRE),2,F,123,T Sprake,John Dunlop,–,72,Eurolink Group Plc,2
Class 4,2yo,1207,Good,15,14,Muchana Yetu (GB),2,F,123,Simon Whitworth,Nerys Dutfield,–,69,Mrs Nerys Dutfield,3
Class 4,2yo,1207,Good,15,8,Halland Park Girl (IRE),2,F,123,M Roberts,Richard Hannon Snr,–,68,Mrs B Burchett,4
Class 4,2yo,1207,Good,15,9,Indeedyedo (GB),2,F,123,Kieren Fallon,Jeff Pearce,–,67,Partners Tojamate,5
Class 4,2yo,1207,Good,15,7,Fox Star (IRE),2,F,123,Dane ONeill,Richard Hannon Snr,–,58,Jubert Family,6
Class 4,2yo,1207,Good,15,13,Mrs P (GB),2,F,123,Nigel Day,Linda Stubbs,–,57,Maurice Parker,7
Class 4,2yo,1207,Good,15,4,Divine Prospect (IRE),2,F,123,Fergus Sweeney,Alan Jarvis,–,56,Christopher Shankland,8
Class 4,2yo,1207,Good,15,16,Whenwilliemetharry (GB),2,F,120,Alan Daly,David Elsworth,–,55,Willie Mckay,9
Class 4,2yo,1207,Good,15,15,Princess Aurora (GB),2,F,123,Tony Clark,P W Harris,–,54,The Lightning Twelve,10
Class 4,2yo,1207,Good,15,5,Duberra (USA),2,F,120,Richard Mullen,Michael Bell,–,52,Billion In Mind Partnership,11
Class 4,2yo,1207,Good,15,11,Its Allowed (GB),2,F,123,Allan Mackay,Mick Channon,–,50,Den Jen Racing,12
Class 4,2yo,1207,Good,15,10,Irish DancerI (IRE),2,F,123,Philip Robinson,Gay Kelleway,–,47,Ron Butler,13
Class 4,2yo,1207,Good,15,2,Anns Mill (GB),2,F,123,Jimmy Quinn,Michael Blanshard,–,35,Mrs A Anidjah,14
Class 4,2yo,1207,Good,15,3,Cappucino Lady (GB),2,F,123,Gary Bardwell,John Bridger,–,2,J J Bridger,15
Class 3,4yo+,1408,Good To Firm,6,4,Fa-Eq (IRE),4,C,121,Michael Hills,Saeed bin Suroor,111,115,Godolphin,1
Class 3,4yo+,1408,Good To Firm,6,2,Al Muallim (USA),5,G,121,Kieren Fallon,J W Payne,96,100,Al Muallim Partnership,2
Class 3,4yo+,1408,Good To Firm,6,5,Daunting Lady (IRE),4,F,116,Dane ONeill,Richard Hannon Snr,100,89,E C Nagell Erichsen,3
Class 3,4yo+,1408,Good To Firm,6,6,Dazilyn Lady (USA),4,F,116,Tony Clark,P W Harris,95,85,M Parker G Knight Mrs G Godfrey,4
Class 3,4yo+,1408,Good To Firm,6,1,Let It Rain (NZ),4,G,126,P Strydom,Mark Johnston,–,92,Michael H Watt,5
Class 3,4yo+,1408,Good To Firm,6,3,Bicton Park (GB),5,G,121,R Perham,K C Comerford,34,38,The Old Style Partnership,6
Class 4,3yo+,2900,Good To Firm,13,3,Dominant Duchess (GB),5,M,134,Michael Hills,J W Hills,75,87,Mrs Diana Patterson,1
Class 4,3yo+,2900,Good To Firm,13,8,Random Kindness (GB),6,G,129,Dane ONeill,Roger Ingram,70,79,949 Racing,2
Class 4,3yo+,2900,Good To Firm,13,11,Urgent Swift (GB),6,G,120,S Clancy,Alan Jarvis,68,75,A P Jarvis,3
Class 4,3yo+,2900,Good To Firm,13,10,Christiansted (IRE),4,G,127,J Weaver,Ferdy Murphy,68,73,John Duddy,4
Class 4,3yo+,2900,Good To Firm,13,14,Durham (GB),8,G,119,Simon Whitworth,Gary Moore,60,65,Matthew Thole,5
Class 4,3yo+,2900,Good To Firm,13,13,Jalb (IRE),5,G,123,Steve Drowne,Pat Murphy,64,69,Family And Friends,6
Class 4,3yo+,2900,Good To Firm,13,5,Voila Premiere (IRE),7,G,130,Tony Clark,Lady Herries,71,75,B W Gaule,7
Class 4,3yo+,2900,Good To Firm,13,4,Serenus (USA),6,G,134,Kieren Fallon,Nicky Henderson,75,77,W V M W Mrs E S Robins,8
Class 4,3yo+,2900,Good To Firm,13,2,Renzo (IRE),6,G,140,P Strydom,J L Harris,81,82,Cleartherm Glass Sealed Units Ltd,9
Class 4,3yo+,2900,Good To Firm,13,12,Male-Ana-Mou (IRE),6,G,121,Richard Mullen,Jamie Poulton,65,65,Oh So Bright Syndicate,10
Class 4,3yo+,2900,Good To Firm,13,7,Prince Kinsky (GB),6,G,129,Jimmy Quinn,Jim Old,70,60,Mrs Anne Bickel,11
Class 4,3yo+,2900,Good To Firm,13,6,Bersaglio (GB),4,C,129,Philip Robinson,William Jarvis,70,48,Exors Of The Late Lord Howard De Walden,12
Class 4,3yo+,2900,Good To Firm,13,1,Leading Spirit I (IRE),7,G,140,T Sprake,D Sasse,81,48,Christopher P Ranson,13
Class 2,3yo+,1609,Good To Firm,11,4,Free Option (IRE),4,G,129,Dane ONeill,B Hanbury,91,98,Ahmed Buhaleeba,1
Class 2,3yo+,1609,Good To Firm,11,14,Parisien Star (IRE),3,G,108,Adrian Nicholls,G Lewis,87,94,P Elliott,2
Class 2,3yo+,1609,Good To Firm,11,6,Virtual Reality I (GB),8,G,125,Simon Whitworth,James Toller,87,91,Ash Partnership,3
Class 2,3yo+,1609,Good To Firm,11,3,Silk St John (GB),5,G,132,Pat McCabe,M J Ryan,94,97,C R S Partners,4
Class 2,3yo+,1609,Good To Firm,11,8,Alconleigh (GB),4,G,124,P Strydom,Mark Johnston,86,89,J David Abell,5
Class 2,3yo+,1609,Good To Firm,11,13,Radar (IRE),4,G,120,Philip Robinson,Michael Jarvis,82,83,John E Sims,6
Class 2,3yo+,1609,Good To Firm,11,15,Route Sixty Six (IRE),3,F,109,Jimmy Quinn,Gary Moore,83,83,J B R Leisure Ltd,7
Class 2,3yo+,1609,Good To Firm,11,9,Abajany (GB),5,G,121,J D Smith,Mick Channon,86,80,John White And Partners,8
Class 2,3yo+,1609,Good To Firm,11,11,Cruinn A Bhord (GB),4,F,123,M Roberts,A C Stewart,85,77,Lord Derby,9
Class 2,3yo+,1609,Good To Firm,11,10,Therhea (IRE),6,G,124,T Sprake,Rod Millman,86,76,Ray Gudge Colin Lewis Malcolm Calvert,10
Class 2,3yo+,1609,Good To Firm,11,2,Supply And Demand (GB),5,G,135,Kieren Fallon,Gary Moore,97,82,Action,11
Class 3,3yo+,1207,Good,19,15,Delta Soleil (USA),7,H,126,G Hind,V Soane,71,83,American Quartet,1
Class 3,3yo+,1207,Good,19,19,Rainbow Rain (USA),5,G,110,Paul Doe,Simon Dow,58,64,P Mccarthy,2
Class 3,3yo+,1207,Good,19,13,White Emir (GB),6,G,127,M Roberts,Rod Millman,72,78,The Three Bears Racing,3
Class 3,3yo+,1207,Good,19,2,Canovas Heart (GB),10,G,140,Nigel Day,Bob Jones,85,89,D S Blake And Mr M J Osborne,4
Class 3,3yo+,1207,Good,19,18,Mister Tricky (GB),4,G,112,Jimmy Quinn,Philip Mitchell,57,61,The Magicians,5
Class 3,3yo+,1207,Good,19,7,Distinctive Dream (IRE),5,G,133,T Sprake,Lady Herries,78,81,R Bremner,6
Class 3,3yo+,1207,Good,19,1,Flak Jacket (GB),4,G,140,Kieren Fallon,Brian Meehan,85,88,Kennet Valley Thoroughbred Ii,7
Class 3,3yo+,1207,Good,19,11,Legs Be Frendly (IRE),4,G,129,Dane ONeill,Kevin McAuliffe,74,74,Babk Racing,8
Class 3,3yo+,1207,Good,19,10,Blundell Lane (IRE),4,G,130,Fergus Sweeney,Alan Jarvis,75,74,Nick Coverdale,9
Class 3,3yo+,1207,Good,19,8,IthadtobeyouI (GB),4,G,133,Simon Whitworth,Gary Moore,78,76,Mrs M Mcmillan,10
Class 3,3yo+,1207,Good,19,3,Rushcutter Bay (GB),6,G,138,J Weaver,Patrick Gilligan,83,81,Treasure Seekers Partnership,11
Class 3,3yo+,1207,Good,19,4,Law Commission (GB),9,G,135,Alan Daly,David Elsworth,83,80,Raymond Tooth,12
Class 3,3yo+,1207,Good,19,12,Daawe (USA),8,H,128,Philip Robinson,Jeremy Glover,73,70,Mrs Andrea M Mallinson,13
Class 3,3yo+,1207,Good,19,14,Double March (GB),6,G,127,Michael Hills,K T Ivory,72,68,Mrs P Scott Dunn,14
Class 3,3yo+,1207,Good,19,5,Supreme Angel (GB),4,F,129,Adrian Nicholls,M P Muggeridge,79,70,Least Moved Partners,15
Class 3,3yo+,1207,Good,19,17,Oare Kite (GB),4,F,113,Robyn Brisland,Gary Moore,65,45,Joe Bates Bloodstock Ltd,16
Class 3,3yo+,1207,Good,19,16,Malibu Man (GB),7,G,120,Steve Carson,Eric Wheeler,70,32,Church Racing Partnership,17
Class 3,3yo+,1207,Good,19,6,Rififi (GB),6,G,134,Tony Clark,Roger Ingram,79,32,Gary G W R Williams,18
Class 3,3yo+,1207,Good,19,9,Present Generation (GB),6,G,131,Steve Drowne,Rae Guest,76,–,S Lury,19
Class 4,3yo,1408,Good To Firm,16,15,Miss Shema (USA),3,F,121,Dane ONeill,B Hanbury,–,82,Abdulla Buhaleeba,1
Class 4,3yo,1408,Good To Firm,16,2,Bun Alley (GB),3,G,126,M Roberts,James Toller,–,83,Lady Sophia Morrison,2
Class 4,3yo,1408,Good To Firm,16,10,Liberty Lines (USA),3,G,126,Michael Hills,B W Hills,–,81,Maktoum Al Maktoum,3
Class 4,3yo,1408,Good To Firm,16,13,Fairy Flame (GB),3,F,121,J Weaver,Sir Michael Stoute,–,74,Sheikh Mohammed,4
Class 4,3yo,1408,Good To Firm,16,6,Dangerous Fortune (USA),3,G,126,Matthew Henry,J W Hills,–,79,Sara Warren Amanda Hubbard Fiona Hills,5
Class 4,3yo,1408,Good To Firm,16,3,Caliwag (IRE),3,G,126,Kieren Fallon,David Elsworth,–,78,The Caledonian Racing Society,6
Class 4,3yo,1408,Good To Firm,16,9,Kafi (USA),3,G,126,R Perham,Marcus Tregoning,–,72,Hamdan Al Maktoum,7
Class 4,3yo,1408,Good To Firm,16,11,Reason Why (IRE),3,C,126,Nigel Day,Bob Jones,–,64,The Reason Why Partnership,8
Class 4,3yo,1408,Good To Firm,16,1,Areen Alasad (GB),3,C,126,Philip Robinson,Michael Jarvis,–,64,Sheikh Ahmed Al Maktoum,9
Class 4,3yo,1408,Good To Firm,16,16,Penn (GB),3,F,121,G Hind,John Gosden,–,49,K Abdullah,10
Class 4,3yo,1408,Good To Firm,16,8,Forsio (GB),3,G,126,Tony Clark,Lady Herries,–,52,Hesmonds Stud,11
Class 4,3yo,1408,Good To Firm,16,14,Madagascar (GB),3,F,114,Jonjo Fowle,J W Hills,–,42,Mountgrange Stud,12
Class 4,3yo,1408,Good To Firm,16,5,Craggy Mountain (GB),3,C,121,A Eddery,B W Hills,–,44,Gainsborough Stud,13
Class 4,3yo,1408,Good To Firm,16,4,Copyforce Boy (GB),3,G,123,Paul Doe,Miss B Sanders,54,32,Copyforce Ltd,14
Class 4,3yo,1408,Good To Firm,16,12,Czarinas Sister (GB),3,F,118,Alan Daly,V Soane,–,27,The Red Brigade,15
Class 4,3yo,1408,Good To Firm,16,17,Via Dolorosa (GB),3,F,121,Jimmy Quinn,Michael Blanshard,–,14,G H S Bailey N C D Hall,16
Class 5,3yo+,1811,Good To Firm,12,10,Ardent I (GB),5,G,113,Maria Doe,Miss B Sanders,46,55,R Lamb,1
Class 5,3yo+,1811,Good To Firm,12,4,Harmony Hall (GB),5,G,134,Claire Bryan,Milton Bradley,67,75,E A Hayward,2
Class 5,3yo+,1811,Good To Firm,12,3,Farmost (GB),6,G,134,Jenny Benson,Sir Mark Prescott Bt,67,75,W E Sturt,3
Class 5,3yo+,1811,Good To Firm,12,12,Well Drawn (GB),6,G,108,Nicola Wright,Henry Candy,41,46,Mrs David Blackburn,4
Class 5,3yo+,1811,Good To Firm,12,7,Pay Homage (GB),11,G,125,Miss L Masterton,I A Balding,58,62,Miss A V Hill,5
Class 5,3yo+,1811,Good To Firm,12,2,Master Caster (IRE),4,G,135,Joanna Badger,G M McCourt,73,75,It Might Be Ten Partnership,6
Class 5,3yo+,1811,Good To Firm,12,1,Philistar (GB),6,H,140,Kimberley Hart,K R Burke,73,74,Nigel Shields,7
Class 5,3yo+,1811,Good To Firm,12,8,Forest Robin (GB),6,G,118,Kristin Stubbs,Linda Stubbs,56,56,Mrs L Stubbs,8
Class 5,3yo+,1811,Good To Firm,12,5,Jamorin Dancer (GB),4,G,133,Jo Hunnam,William Jarvis,66,62,M C Banks,9
Class 5,3yo+,1811,Good To Firm,12,9,Polish Pilot (IRE),4,G,119,Virginie Poirier,William Muir,52,34,Mrs Barbara Jean Martin,10
Class 5,3yo+,1811,Good To Firm,12,13,Santarene (IRE),4,F,103,Kelly Webster,Paul Howling,41,20,Paul Howling,11
Class 5,3yo+,1811,Good To Firm,12,11,Square Mile Miss (IRE),6,M,108,Emily Joyce,N E Berry,41,16,P Rawson,12
Class 4,3yo,1408,Good To Firm,11,7,Siege I (IRE),3,C,126,T Quinn,Sir Michael Stoute,99,82,The Royal Ascot Racing Club,1
Class 4,3yo,1408,Good To Firm,11,10,Pink Cristal (GB),3,F,121,C Rutter,Henry Candy,–,74,D B Clark,2
Class 4,3yo,1408,Good To Firm,11,5,Quiet Millfit (USA),3,G,126,Dane ONeill,B Hanbury,–,79,Hilal Salem,3
Class 4,3yo,1408,Good To Firm,11,11,River Saint (USA),3,F,121,Willie Ryan,Sir Michael Stoute,–,71,Cheveley Park Stud,4
Class 4,3yo,1408,Good To Firm,11,3,Heroic Blue (USA),3,C,126,Gary Carter,Jeremy Noseda,–,69,Mr Adrian F Nolan Mrs J M Ryan,5
Class 4,3yo,1408,Good To Firm,11,4,Indian Dance (GB),3,G,126,Michael Hills,J W Hills,–,57,George Tong,6
Class 4,3yo,1408,Good To Firm,11,9,Celestria (GB),3,F,121,Michael Tebbutt,William Jarvis,–,44,Mrs J H Weller Poley Partners,7
Class 4,3yo,1408,Good To Firm,11,8,Siegfried (GB),3,G,121,A Eddery,B W Hills,–,39,Hrh Princess Michael Of Kent,8
Class 4,3yo,1408,Good To Firm,11,2,Fulham (GB),3,C,126,M Roberts,M J Haynes,–,38,M J Haynes,9
Class 4,3yo,1408,Good To Firm,11,1,Bahrain (IRE),3,G,126,L Newton,Alan Jarvis,–,37,Ms Julie Greenacre,10
Class 4,3yo,1408,Good To Firm,11,6,Reken (GB),3,G,126,R Painter,Paul Burgoyne,–,35,Philip Saunders,11
Class 4,3yo,1408,Good To Firm,16,11,Petrus I (IRE),3,G,123,Philip Robinson,Clive Brittain,68,83,C E Brittain,1
Class 4,3yo,1408,Good To Firm,16,6,Song n Dance Man (GB),3,C,128,Gary Carter,Jeremy Noseda,73,86,Late B Schmidt Bodnerlate Mrs M Tillman,2
Class 4,3yo,1408,Good To Firm,16,14,Padhams Green (GB),3,G,121,Steve Drowne,Mark H Tompkins,66,71,D J Anderson,3
Class 4,3yo,1408,Good To Firm,16,4,Buona Sera (GB),3,C,129,Martin Dwyer,William Muir,74,75,Fayzad Thoroughbred Limited,4
Class 4,3yo,1408,Good To Firm,16,3,Sky Of Hope (FR),3,C,132,T Quinn,Richard Hannon Snr,77,77,Lucayan Stud,5
Class 4,3yo,1408,Good To Firm,16,5,Green God (IRE),3,C,128,Tony Clark,M J Heaton-Ellis,73,72,Mrs Caroline Parker,6
Class 4,3yo,1408,Good To Firm,16,7,Tricks (IRE),3,F,125,Willie Ryan,I A Balding,70,65,Miss C Holmes A Court,7
Class 4,3yo,1408,Good To Firm,16,9,Automatic (GB),3,G,124,Micky Fenton,Michael Bell,69,63,Billy Maguire,8
Class 4,3yo,1408,Good To Firm,16,12,Little Chapel (IRE),3,F,123,Simon Whitworth,Dominic Ffrench Davis,68,61,North Social Racing Club,9
Class 4,3yo,1408,Good To Firm,16,13,Kinlano (GB),3,G,123,Michael Tebbutt,William Jarvis,68,60,M C Banks,10
Class 4,3yo,1408,Good To Firm,16,2,Polruan (GB),3,G,133,T Sprake,Lady Herries,78,68,Michael Wingfield Digby,11
Class 4,3yo,1408,Good To Firm,16,16,Pisces Lad (GB),3,G,116,Paul Doe,Simon Dow,64,52,Mr J Falvey Mr G Williamson,12
Class 4,3yo,1408,Good To Firm,16,1,Sari (GB),3,F,130,Richard Mullen,Paul Cole,78,62,R A Instone,13
Class 4,3yo,1408,Good To Firm,16,10,First Hussar (GB),3,C,124,Jimmy Quinn,Paul Howling,69,49,Laci Nester Smith,14
Class 4,3yo,1408,Good To Firm,16,8,Jack Goodman (IRE),3,G,121,P P Murphy,J S Moore,69,48,Mrs Victoria Goodman,15
Class 4,3yo,1408,Good To Firm,16,15,Bridal White (GB),3,F,120,M Roberts,M J Ryan,65,39,Peter P Scott,16
Class 1,3yo+,1006,Good To Firm,9,4,Proud Native (IRE),5,G,129,Alex Greaves,David Nicholls,105,109,P D Savill,1
Class 1,3yo+,1006,Good To Firm,9,3,Almaty (IRE),6,H,129,Frankie Dettori,William Muir,109,108,J Bernstein,2
Class 1,3yo+,1006,Good To Firm,9,5,To The Roof (IRE),7,G,129,Jimmy Fortune,P W Harris,108,107,Mrs P W Harris,3
Class 1,3yo+,1006,Good To Firm,9,1,Rambling Bear (GB),6,H,136,T Quinn,Michael Blanshard,112,111,Mrs Michael Hill,4
Class 1,3yo+,1006,Good To Firm,9,6,Red Prairie (USA),3,C,125,Micky Fenton,Michael Bell,107,105,Terry Neill,5
Class 1,3yo+,1006,Good To Firm,9,9,Light The Rocket (IRE),3,G,121,Dane ONeill,Richard Hannon Snr,105,94,Michael Mulholland,6
Class 1,3yo+,1006,Good To Firm,9,2,Midnight Escape (GB),6,G,133,Seb Sanders,Chris Wall,103,97,Mervyn Ayers,7
Class 1,3yo+,1006,Good To Firm,9,7,Aurigny (GB),4,F,124,Paul Doe,Simon Dow,87,86,J S Kelly Et Al,8
Class 1,3yo+,1006,Good To Firm,9,8,Eastern Lyric (GB),4,F,124,P Strydom,Clive Brittain,85,74,R Meredith,9
Class 4,3yo,1811,Good To Firm,8,3,Felona (GB),3,F,123,Frankie Dettori,Saeed bin Suroor,–,86,Godolphin,1
Class 4,3yo,1811,Good To Firm,8,4,Houdinis Honey (USA),3,F,123,Willie Ryan,Sir Michael Stoute,–,83,Niarchos Family,2
Class 4,3yo,1811,Good To Firm,8,2,Chambre Separee (USA),3,F,123,M Roberts,G Wragg,83,81,Miss K Rausing,3
Class 4,3yo,1811,Good To Firm,8,8,Whispering (IRE),3,F,116,S Buckley,Sir Henry Cecil,–,73,Greenbay Stables Ltd,4
Class 4,3yo,1811,Good To Firm,8,1,Alonsa (IRE),3,F,123,Philip Robinson,Clive Brittain,–,72,Saeed Manana,5
Class 4,3yo,1811,Good To Firm,8,7,Rosie Dream (GB),3,F,123,Gary Carter,Ed Dunlop,–,58,Salem Suhail,6
