dist,ran,num,pos,ovr_btn,btn,age,lbs,or,rpr
24,5,3,0,0,0,10,160,118,0
24,5,5,0,0,0,9,153,111,0
3,6,1,1,0,0,7,158,118,108
3,6,5,2,8,8,5,152,115,92
3,6,3,3,24,16,5,152,0,74
3,6,2,4,26.5,2.5,12,142,77,70
3,6,7,0,0,0,10,152,0,0
3,6,4,0,0,0,8,145,0,0
2,16,11,1,0,0,6,151,0,94
2,16,10,2,0.5,0.5,5,148,0,94
2,16,2,3,1.5,1,5,158,0,100
2,16,18,4,3.5,2,4,150,0,90
2,16,16,5,6,2.5,4,150,0,87
2,16,17,6,9.5,3.5,4,150,0,84
2,16,15,7,10,0.5,4,150,0,84
2,16,19,8,14,4,4,143,0,72
2,16,4,9,16,2,5,158,0,85
2,16,14,10,17.25,1.25,4,140,0,76
2,16,3,11,27.25,10,5,153,0,74
2,16,8,12,51.25,24,5,158,0,50
2,16,12,13,65.25,14,5,144,0,29
2,16,9,14,82.25,17,5,158,0,19
2,16,1,15,83.5,1.25,6,158,0,18
2,16,13,16,113.5,30,4,150,0,0
2,4,1,1,0,0,9,162,152,125
2,4,2,2,1.5,1.5,6,159,147,121
2,4,3,3,3.25,1.75,9,154,109,114
2,4,4,4,11.25,8,6,154,0,108
3,9,9,1,0,0,9,148,120,138
3,9,2,2,7,7,11,159,138,144
3,9,3,3,9.5,2.5,7,163,135,140
3,9,1,4,9.5,0.1,5,166,140,142
3,9,5,5,13.5,4,8,153,130,130
3,9,7,6,15.25,1.75,8,154,126,123
3,9,4,7,15.75,0.5,9,159,131,130
3,9,8,8,75.75,60,7,151,123,60
3,9,6,0,0,0,7,155,127,0
2,12,5,1,0,0,3,152,0,115
2,12,11,2,20,20,3,152,0,97
2,12,2,3,41,21,3,152,0,79
2,12,10,4,48,7,3,147,0,67
2,12,6,5,51,3,3,152,0,64
2,12,3,6,60,9,3,152,0,55
2,12,4,7,67,7,3,152,0,48
2,12,8,0,0,0,3,152,0,0
2,12,12,0,0,0,3,140,0,0
2,12,7,0,0,0,3,152,0,0
2,12,9,0,0,0,3,152,0,0
2,12,1,0,0,0,3,152,0,0
2,5,3,1,0,0,7,160,0,122
2,5,2,2,1,1,8,160,0,120
2,5,4,3,15,14,5,153,0,103
2,5,5,4,72,57,4,147,0,36
2,5,1,,0,0,7,160,113,0
2,7,7,1,0,0,4,154,0,125
2,7,4,2,7,7,5,160,125,123
2,7,1,3,14,7,4,162,0,116
2,7,5,4,14.5,0.5,4,154,0,108
2,7,3,5,20.5,6,4,160,0,107
2,7,6,6,64.5,44,5,154,0,57
2,7,2,0,0,0,4,162,0,0
2,11,3,1,0,0,8,164,134,155
2,11,9,2,5,5,8,144,114,126
2,11,10,3,12,7,7,142,112,116
2,11,4,4,14,2,9,163,133,136
2,11,5,5,16,2,7,159,129,131
2,11,2,6,17,1,6,165,135,135
2,11,6,7,18.75,1.75,6,156,126,125
2,11,8,8,20.25,1.5,7,146,116,112
2,11,11,9,30.25,10,6,140,110,96
2,11,1,10,33.75,3.5,7,166,136,118
2,11,7,0,0,0,7,156,126,0
2,13,9,1,0,0,4,152,0,116
2,13,6,2,6,6,6,152,102,104
2,13,4,3,13,7,4,152,0,97
2,13,12,4,24,11,4,147,0,87
2,13,1,5,24.25,0.2,4,152,103,85
2,13,8,6,24.5,0.3,4,152,0,85
2,13,3,7,25.25,0.75,5,152,0,86
2,13,10,8,28.75,3.5,4,152,0,82
2,13,7,9,45.75,17,5,152,0,63
2,13,11,10,77.75,32,5,149,0,31
2,13,13,0,0,0,7,140,0,0
2,13,5,0,0,0,4,152,0,0
2,13,2,0,0,0,6,152,0,0
25,11,9,1,0,0,5,152,0,111
25,11,6,2,1.5,1.5,5,152,0,99
25,11,10,3,6.5,5,8,149,0,93
25,11,1,4,15.5,9,5,152,0,87
25,11,2,5,24.5,9,6,152,0,75
25,11,3,6,26.25,1.75,7,152,0,76
25,11,7,7,32.25,6,4,152,0,79
25,11,8,8,36.25,4,6,152,0,63
25,11,4,9,93.25,57,5,152,0,0
25,11,5,,0,0,5,152,0,0
25,11,11,0,0,0,5,145,0,0
3,8,3,1,0,0,8,159,103,117
3,8,2,2,3.5,3.5,6,166,110,117
3,8,4,3,6.5,3,7,158,102,106
3,8,5,4,31.5,25,6,158,102,81
3,8,8,5,43.5,12,7,156,100,67
3,8,6,6,98.5,55,9,158,102,14
3,8,1,,0,0,7,166,110,0
3,8,7,,0,0,6,157,101,0
25,11,8,1,0,0,11,153,129,130
25,11,6,2,5,5,5,154,130,127
25,11,5,3,8,3,5,156,132,125
25,11,3,4,9.75,1.75,6,162,138,129
25,11,2,5,10.75,1,9,162,138,129
25,11,1,6,11.25,0.5,7,166,142,133
25,11,11,7,30.25,19,4,140,116,92
25,11,10,8,30.5,0.3,6,142,118,88
25,11,4,9,31,0.5,8,162,138,108
25,11,7,10,34.5,3.5,8,147,130,96
25,11,9,0,0,0,6,148,124,0
2,4,4,1,0,0,7,154,0,130
2,4,1,2,3.5,3.5,8,161,152,134
2,4,3,3,19.5,16,7,154,109,111
2,4,2,4,51.5,32,10,154,83,90
3,7,2,1,0,0,8,158,114,118
3,7,1,2,10,10,10,166,115,111
3,7,5,3,20,10,7,153,102,88
3,7,4,4,23.5,3.5,10,154,103,83
3,7,6,5,28.5,5,10,152,101,78
3,7,7,0,0,0,11,146,95,0
3,7,3,0,0,0,8,162,111,0
2,7,5,1,0,0,4,152,98,108
2,7,4,2,2.5,2.5,5,150,99,106
2,7,3,0,8.5,6,7,159,105,105
2,7,2,3,10.5,2,4,159,108,105
2,7,1,4,24.5,14,6,161,112,97
2,7,6,5,26.5,2,7,149,95,76
2,7,7,6,28,1.5,5,144,90,70
2,13,1,1,0,0,4,159,0,125
2,13,11,2,11,11,5,152,0,103
2,13,8,3,12.5,1.5,4,149,0,102
2,13,2,4,29.5,17,5,152,0,85
2,13,13,5,31,1.5,6,138,97,76
2,13,10,6,32.5,1.5,4,147,0,83
2,13,3,7,32.5,0.1,5,152,0,81
2,13,7,8,34.25,1.75,5,152,0,80
2,13,12,9,35.75,1.5,4,145,0,71
2,13,4,10,38.25,2.5,5,152,0,76
2,13,9,11,43.25,5,5,152,100,71
2,13,5,12,47.25,4,4,152,0,67
2,13,6,13,49.75,2.5,5,152,0,64
2,4,2,1,0,0,6,165,126,135
2,4,1,2,5,5,7,165,128,127
2,4,3,3,10,5,5,159,0,117
2,4,4,4,13.5,3.5,8,155,120,113
3,12,11,1,0,0,7,146,100,110
3,12,4,2,5,5,6,159,113,114
3,12,12,3,13,8,8,132,96,89
3,12,3,4,13.5,0.5,5,160,114,108
3,12,7,5,17.5,4,8,149,110,99
3,12,8,6,22.5,5,6,146,105,89
3,12,1,7,22.75,0.3,5,166,120,103
3,12,10,8,55.75,33,6,150,104,54
3,12,5,9,147.75,92,8,157,111,1
3,12,2,0,0,0,10,161,115,0
3,12,6,0,0,0,6,156,110,0
3,12,9,0,0,0,8,151,105,0
3,8,8,1,0,0,5,160,0,109
3,8,7,2,1,1,9,154,90,103
3,8,2,3,27,26,6,158,0,79
3,8,4,4,27.5,0.5,7,161,110,77
3,8,5,,0,0,6,154,0,77
3,8,6,0,0,0,7,156,0,0
3,8,3,0,0,0,8,161,0,0
3,8,1,0,0,0,7,156,0,0
24,8,5,1,0,0,10,162,127,140
24,8,6,2,1.75,1.75,8,155,120,126
24,8,2,3,2.25,0.5,10,164,129,134
24,8,7,4,3.75,1.5,8,151,119,123
24,8,4,5,16.75,13,7,162,127,120
24,8,3,0,0,0,9,160,128,0
24,8,1,0,0,0,7,166,131,0
24,8,8,0,0,0,7,153,118,0
2,16,4,1,0,0,6,166,98,102
2,16,10,2,0.1,0.1,4,147,87,91
2,16,2,3,3.5,3.5,5,163,98,98
2,16,8,4,4.5,1,4,158,90,89
2,16,9,5,6.25,1.75,5,153,88,85
2,16,13,6,12.25,6,4,147,82,73
2,16,6,7,12.5,0.1,4,157,92,84
2,16,11,8,16.5,4,4,152,84,71
2,16,17,9,16.75,0.2,4,137,72,59
2,16,3,10,21.75,5,5,160,98,80
2,16,12,11,28.75,7,5,149,84,59
2,16,5,12,34.75,6,5,161,93,62
2,16,16,13,35.25,0.5,7,137,72,40
2,16,15,14,36,0.75,4,140,72,40
2,16,14,,0,0,5,147,79,0
2,16,1,0,0,0,4,158,98,0
3,9,4,1,0,0,6,164,173,180
3,9,3,2,8,8,6,164,149,171
3,9,9,3,9.25,1.25,6,164,158,169
3,9,6,4,29.25,20,9,164,163,152
3,9,8,5,38.25,9,10,164,134,140
3,9,5,6,52.25,14,8,164,0,132
3,9,7,7,53,0.75,8,164,147,125
3,9,1,0,0,0,10,164,144,0
3,9,2,0,0,0,7,164,144,0
2,8,1,1,0,0,5,162,0,144
2,8,3,2,5,5,6,159,0,136
2,8,2,3,26,21,5,162,0,121
2,8,7,4,42,16,7,154,0,94
2,8,6,5,42.5,0.5,5,154,0,94
2,8,8,6,56.5,14,5,154,0,80
2,8,9,7,60.5,4,4,154,0,76
2,8,5,8,100.5,40,5,154,0,36
3,6,5,1,0,0,7,161,0,155
3,6,3,2,10,10,5,161,0,144
3,6,4,3,15,5,8,161,148,142
3,6,1,4,28,13,6,161,0,129
3,6,6,5,58,30,7,161,146,95
3,6,7,0,0,0,4,142,0,0
24,11,11,1,0,0,4,142,117,135
24,11,8,2,14,14,7,153,117,127
24,11,9,3,15.5,1.5,5,152,116,124
24,11,2,4,22.5,7,6,162,126,127
24,11,10,5,24.5,2,5,147,111,115
24,11,4,6,52.5,28,8,161,125,95
24,11,6,7,56,3.5,6,154,123,90
24,11,3,8,56.25,0.2,7,161,125,91
24,11,7,0,0,0,6,156,120,0
24,11,1,0,0,0,7,166,130,0
24,11,5,0,0,0,6,160,124,0
25,13,10,1,0,0,6,145,114,130
25,13,5,2,5,5,7,141,120,126
25,13,2,3,12,7,5,156,125,124
25,13,6,4,13,1,5,151,120,118
25,13,7,5,16,3,4,142,118,116
25,13,1,6,17.5,1.5,6,166,135,129
25,13,9,7,37.5,20,5,147,116,95
25,13,8,8,76.5,39,4,149,118,53
25,13,12,9,94.5,18,4,135,109,26
25,13,4,10,99.5,5,6,151,120,32
25,13,11,0,0,0,6,138,114,0
25,13,3,0,0,0,7,153,122,0
25,13,13,0,0,0,7,140,109,0
2,7,4,1,0,0,6,161,0,164
2,7,5,2,4,4,5,161,159,160
2,7,2,3,10,6,6,161,162,154
2,7,7,4,10.75,0.75,5,161,164,154
2,7,3,5,34.75,24,8,161,145,133
2,7,6,6,47.75,13,9,161,150,128
2,7,1,,0,0,4,161,154,0
2,13,9,1,0,0,3,152,0,122
2,13,1,2,1.5,1.5,3,162,0,131
2,13,3,3,1.75,0.3,3,157,0,130
2,13,5,4,10.75,9,3,155,0,117
2,13,7,5,15.75,5,3,152,0,108
2,13,4,6,29.75,14,3,158,116,98
2,13,10,7,33.25,3.5,3,152,0,88
2,13,2,8,40.25,7,3,162,0,91
2,13,6,9,50.25,10,3,147,0,71
2,13,12,10,52,1.75,3,145,0,62
2,13,11,11,83,31,3,152,0,38
2,13,8,12,90,7,3,152,0,31
2,13,13,0,0,0,3,145,0,0
2,6,6,1,0,0,4,153,129,148
2,6,7,2,1.25,1.25,4,153,0,147
2,6,5,3,5.25,4,7,157,0,145
2,6,4,4,13.25,8,7,161,0,146
2,6,3,5,15,1.75,5,161,0,140
2,6,2,6,28,13,6,163,137,134
3,6,1,1,0,0,7,166,145,149
3,6,4,2,1,1,5,133,119,122
3,6,3,3,2,1,5,141,120,123
3,6,6,4,7,5,5,140,119,119
3,6,7,5,8.25,1.25,8,135,119,115
3,6,5,6,8.75,0.5,5,140,119,115
2,5,5,1,0,0,5,159,162,167
2,5,6,2,5,5,9,154,155,156
2,5,4,3,6.5,1.5,8,159,0,160
2,5,1,4,16.5,10,9,164,156,156
2,5,2,0,0,0,9,160,155,0
3,10,6,1,0,0,7,160,129,139
3,10,8,2,1,1,7,158,127,132
3,10,10,3,4.5,3.5,10,152,126,129
3,10,11,4,25.5,21,8,155,124,111
3,10,5,5,30.5,5,9,160,129,105
3,10,1,6,31.75,1.25,7,166,135,109
3,10,9,7,58.75,27,7,158,127,89
3,10,3,8,71.75,13,9,164,133,79
3,10,7,9,82.75,11,6,159,128,51
3,10,2,0,0,0,9,166,135,0
2,14,9,1,0,0,4,150,111,129
2,14,2,2,0.75,0.75,5,162,123,136
2,14,4,3,6.75,6,6,157,118,125
2,14,10,4,12.75,6,4,144,110,111
2,14,14,5,13.5,0.75,6,136,104,110
2,14,6,6,19.5,6,7,141,112,108
2,14,5,7,29.5,10,4,154,115,104
2,14,8,8,42.5,13,4,150,111,83
2,14,3,9,51.5,9,6,155,121,84
2,14,7,,0,0,8,151,112,124
2,14,12,,0,0,5,146,107,0
2,14,11,0,0,0,7,149,110,0
2,14,1,0,0,0,5,159,127,0
2,14,13,0,0,0,4,140,106,0
2,8,7,1,0,0,4,152,0,126
2,8,1,2,14,14,4,158,129,119
2,8,2,3,25,11,4,152,0,100
2,8,8,4,28.5,3.5,4,152,0,97
2,8,4,5,33.5,5,4,152,0,95
2,8,9,6,35.25,1.75,4,152,0,90
2,8,5,7,54.25,19,4,152,0,71
2,8,3,8,54.75,0.5,4,152,0,70
2,6,3,1,0,0,8,156,0,149
2,6,1,2,10,10,7,161,0,143
2,6,6,3,10.25,0.3,5,152,122,135
2,6,5,4,34.25,24,6,156,124,121
2,6,2,5,118.25,84,6,156,0,29
2,6,4,0,0,0,6,156,0,0
3,6,5,1,0,0,7,152,0,130
3,6,1,2,0.5,0.5,5,160,0,135
3,6,4,3,39.5,39,6,152,114,102
3,6,2,4,69.5,30,6,157,0,63
3,6,6,5,94.5,25,6,152,0,33
3,6,3,0,0,0,6,157,0,0
3,11,8,1,0,0,8,164,114,125
3,11,7,2,18,18,7,164,114,110
3,11,11,3,24,6,6,140,90,78
3,11,2,4,25.75,1.75,6,160,115,101
3,11,1,5,69.75,44,6,166,116,57
3,11,6,,0,0,7,165,115,0
3,11,4,0,0,0,8,165,115,0
3,11,3,0,0,0,7,165,115,0
3,11,9,0,0,0,7,153,106,0
3,11,5,0,0,0,7,165,115,0
3,11,10,0,0,0,6,153,103,0
24,12,3,1,0,0,8,164,128,149
24,12,11,2,2.5,2.5,8,153,117,132
24,12,8,3,20.5,18,6,158,122,122
24,12,13,4,24,3.5,9,140,107,100
24,12,9,5,25,1,9,156,120,112
24,12,6,6,26.75,1.75,11,161,125,115
24,12,5,7,38.75,12,9,162,126,104
24,12,1,8,43.75,5,10,163,130,103
24,12,12,9,52.75,9,11,136,110,74
24,12,2,0,0,0,10,165,129,0
24,12,7,0,0,0,9,156,125,0
24,12,10,0,0,0,7,153,117,0
25,17,11,1,0,0,6,144,130,138
25,17,6,2,1,1,5,154,135,140
25,17,8,3,1.75,0.75,6,154,135,140
25,17,17,4,4.25,2.5,6,140,121,123
25,17,4,5,15.25,11,11,154,140,131
25,17,12,6,16.25,1,6,146,127,117
25,17,15,7,17,0.75,5,137,121,111
25,17,10,8,22,5,7,145,131,116
25,17,7,9,44,22,10,154,135,97
25,17,14,10,77,33,9,144,125,54
25,17,1,11,79.5,2.5,6,159,147,74
25,17,5,12,81,1.5,9,155,136,61
25,17,2,,0,0,7,165,146,0
25,17,9,0,0,0,7,153,134,0
25,17,3,0,0,0,6,162,143,0
25,17,16,0,0,0,9,140,121,0
25,17,13,0,0,0,5,139,125,0
2,7,1,1,0,0,8,161,125,129
2,7,3,2,0.3,0.3,5,160,119,126
2,7,7,3,6.25,6,8,141,110,108
2,7,8,4,9.25,3,5,143,102,100
2,7,4,5,14.25,5,5,159,118,110
2,7,5,6,20.25,6,6,156,115,99
2,7,6,7,62.25,42,11,152,111,53
2,7,7,1,0,0,4,137,81,91
2,7,6,2,5,5,4,139,88,78
2,7,3,3,9,4,4,161,102,90
2,7,1,4,13,4,4,160,107,90
2,7,5,5,31,18,4,144,88,52
2,7,4,6,32.5,1.5,4,154,98,61
2,7,2,7,88.5,56,4,158,105,12
24,5,3,1,0,0,9,158,117,142
24,5,2,2,8,8,6,158,0,129
24,5,1,3,9,1,7,158,0,126
24,5,4,4,14,5,6,158,116,121
24,5,5,0,0,0,5,150,128,0
25,15,2,1,0,0,5,159,0,143
25,15,5,2,4,4,6,152,0,126
25,15,18,3,11,7,6,152,0,119
25,15,16,4,13,2,7,152,0,117
25,15,12,5,19,6,7,152,0,114
25,15,13,6,32,13,6,152,0,98
25,15,8,7,55,23,6,149,0,83
25,15,17,8,61,6,5,152,0,69
25,15,3,9,61.75,0.75,5,159,128,100
25,15,14,10,70.75,9,5,149,0,59
25,15,7,11,74.75,4,5,152,0,55
25,15,15,12,91.75,17,6,147,0,38
25,15,10,13,115.75,24,5,152,0,14
25,15,4,0,0,0,6,152,0,0
25,15,9,0,0,0,6,149,0,0
2,10,9,1,0,0,9,136,83,92
2,10,3,2,1.5,1.5,7,157,99,102
2,10,1,3,2.25,0.75,7,166,108,110
2,10,7,4,5.25,3,6,146,88,89
2,10,10,5,7.25,2,7,133,82,79
2,10,4,6,21.25,14,6,151,98,81
2,10,2,,0,0,6,165,107,109
2,10,6,0,0,0,8,150,92,0
2,10,5,0,0,0,7,147,96,0
2,10,8,0,0,0,6,143,85,0
24,8,5,1,0,0,5,155,128,132
24,8,4,2,1.25,1.25,7,157,122,123
24,8,6,3,18.25,17,9,157,119,103
24,8,3,4,19,0.75,7,161,123,106
24,8,2,5,30,11,10,162,124,96
24,8,8,0,0,0,12,156,118,0
24,8,7,0,0,0,8,157,119,0
24,8,1,0,0,0,8,166,128,0
25,14,6,1,0,0,6,163,102,116
25,14,3,2,19,19,7,165,104,102
25,14,17,3,31,12,7,147,93,71
25,14,4,4,37,6,7,155,104,76
25,14,7,5,42,5,5,162,101,68
25,14,1,6,53,11,7,166,105,61
25,14,2,7,53.5,0.5,6,165,104,60
25,14,10,8,77.5,24,9,159,98,30
25,14,12,9,84.5,7,5,156,98,23
25,14,9,0,0,0,7,158,100,0
25,14,15,0,0,0,8,156,95,0
25,14,5,0,0,0,5,164,103,0
25,14,18,0,0,0,5,154,93,0
25,14,13,0,0,0,7,158,97,0
2,15,3,1,0,0,5,158,0,116
2,15,7,2,10,10,5,158,0,107
2,15,6,3,12.5,2.5,5,158,0,104
2,15,10,4,19.5,7,5,153,0,98
2,15,5,5,25.5,6,6,158,0,93
2,15,8,6,30.5,5,5,158,0,86
2,15,2,7,31.75,1.25,5,158,0,84
2,15,4,8,33,1.25,5,148,0,83
2,15,17,9,49,16,4,143,0,57
2,15,9,10,57,8,5,158,0,59
2,15,14,11,57.75,0.75,4,143,0,48
2,15,15,12,57.75,0.1,4,148,0,48
2,15,1,13,85.75,28,5,158,0,30
2,15,12,14,98.75,13,5,151,0,10
2,15,16,15,116.75,18,4,148,0,1
3,10,8,1,0,0,8,159,143,159
3,10,3,2,10,10,8,161,145,150
3,10,2,3,10.5,0.5,8,166,150,156
3,10,15,4,12.5,2,8,135,124,132
3,10,14,5,25.5,13,11,141,125,115
3,10,7,6,28,2.5,9,159,143,132
3,10,9,7,32,4,11,153,137,120
3,10,12,8,73,41,6,146,130,72
3,10,11,,0,0,8,149,133,0
3,10,6,0,0,0,8,159,143,0
2,5,5,1,0,0,5,153,0,136
2,5,4,2,9,9,7,156,0,130
2,5,2,3,10.25,1.25,5,160,0,135
2,5,3,4,40.25,30,5,156,0,0
2,5,1,0,0,0,5,160,125,0
24,7,5,1,0,0,6,161,148,149
24,7,7,2,3,3,5,150,0,133
24,7,1,3,7,4,6,164,0,145
24,7,2,4,71,64,8,164,144,79
24,7,4,,0,0,7,161,0,0
24,7,3,0,0,0,11,161,140,0
24,7,6,0,0,0,7,157,125,0
2,6,4,1,0,0,4,156,0,140
2,6,1,2,19,19,4,159,0,130
2,6,2,3,37,18,4,159,0,106
2,6,3,4,56,19,4,156,122,84
2,6,6,5,75,19,4,152,0,61
2,6,5,6,159,84,4,152,0,1
24,7,6,1,0,0,9,158,122,138
24,7,4,2,36,36,6,160,124,110
24,7,3,3,79,43,7,161,128,65
24,7,1,,0,0,11,166,130,116
24,7,5,0,0,0,8,158,122,0
24,7,7,0,0,0,8,143,107,0
24,7,8,0,0,0,10,137,104,90
25,9,8,1,0,0,5,150,114,129
25,9,5,2,14,14,7,151,118,121
25,9,10,3,41,27,6,148,112,100
25,9,6,4,70,29,6,154,118,63
25,9,4,5,82,12,7,155,119,52
25,9,1,6,102,20,5,166,130,43
25,9,3,0,0,0,10,156,120,0
25,9,2,0,0,0,9,161,125,0
25,9,7,0,0,0,6,150,114,0
2,11,8,1,0,0,4,147,0,107
2,11,9,2,5,5,4,147,0,102
2,11,1,3,8.5,3.5,5,156,0,108
2,11,6,4,16.5,8,5,149,0,93
2,11,4,5,23.5,7,5,151,0,93
2,11,11,6,25,1.5,4,133,0,75
2,11,12,7,31,6,4,135,0,69
2,11,10,8,48,17,4,144,0,59
2,11,7,9,48.25,0.2,5,144,0,61
2,11,5,10,53.25,5,4,151,0,61
2,11,3,11,83.25,30,5,156,0,1
2,13,2,1,0,0,5,155,0,109
2,13,4,2,1.75,1.75,8,155,0,104
2,13,7,3,2,0.3,7,152,0,103
2,13,13,4,2.75,0.75,4,147,0,93
2,13,10,5,4.75,2,6,141,0,92
2,13,11,6,10.75,6,6,141,0,87
2,13,6,7,19.75,9,5,152,0,90
2,13,12,8,78.75,59,4,147,0,17
2,13,8,9,159.75,81,5,155,0,0
2,13,9,0,0,0,7,155,0,0
2,13,1,0,0,0,6,155,0,0
2,13,5,0,0,0,6,148,0,0
2,13,3,0,0,0,6,155,0,0
3,5,4,1,0,0,9,149,115,119
3,5,3,2,0.5,0.5,7,151,115,114
3,5,2,3,4.5,4,5,161,120,117
3,5,5,4,38.5,34,8,148,114,75
3,5,1,5,39,0.5,13,163,125,86
24,5,3,1,0,0,6,154,0,138
24,5,1,2,15,15,7,164,132,125
24,5,4,3,17,2,7,151,0,113
24,5,2,0,0,0,10,160,136,0
24,5,5,0,0,0,5,144,0,0
2,4,2,1,0,0,6,146,117,127
2,4,5,2,1.75,1.75,5,142,115,115
2,4,1,3,23.75,22,6,163,134,119
2,4,3,0,0,0,6,144,115,0
25,5,1,1,0,0,5,149,0,109
25,5,2,2,11,11,7,156,114,98
25,5,5,3,64,53,6,155,115,57
25,5,4,4,151,87,9,149,0,1
25,5,3,0,0,0,5,153,0,0
3,7,8,1,0,0,7,142,73,89
3,7,3,2,7,7,7,165,96,104
3,7,5,3,19,12,11,150,88,84
3,7,6,0,0,0,12,146,82,0
3,7,7,0,0,0,8,148,79,0
3,7,2,0,0,0,7,166,97,0
3,7,4,0,0,0,8,154,92,78
2,9,6,1,0,0,6,155,0,96
2,9,7,2,6,6,6,158,0,89
2,9,4,3,9,3,5,153,0,86
2,9,5,4,40,31,5,155,0,55
2,9,2,5,45,5,6,155,0,50
2,9,1,6,52,7,6,155,0,43
2,9,9,7,58,6,5,148,0,30
2,9,3,8,61.5,3.5,5,155,0,34
2,9,10,9,90.5,29,5,148,0,1
2,10,2,1,0,0,6,160,118,124
2,10,9,2,4,4,7,147,104,101
2,10,6,3,11,7,5,154,0,103
2,10,3,4,14,3,6,154,0,100
2,10,1,5,18,4,7,166,131,109
2,10,7,6,37,19,4,147,0,68
2,10,4,7,38,1,6,154,0,74
2,10,5,8,59,21,6,151,0,53
2,10,10,9,72,13,4,140,0,26
2,10,8,0,0,0,7,147,0,0
2,14,7,1,0,0,7,156,105,115
2,14,9,2,4,4,5,150,102,104
2,14,1,3,9,5,5,163,115,113
2,14,10,4,14,5,6,153,102,99
2,14,4,5,15,1,6,157,109,102
2,14,2,6,20,5,6,166,115,102
2,14,14,7,21.25,1.25,5,136,93,78
2,14,6,8,22.75,1.5,5,158,107,92
2,14,11,9,30.75,8,8,145,99,74
2,14,12,10,30.75,0.1,4,146,105,73
2,14,3,11,33.25,2.5,6,156,110,85
2,14,13,,0,0,5,141,93,86
2,14,8,0,0,0,7,155,104,0
2,14,5,0,0,0,8,155,109,94
3,6,7,1,0,0,9,144,88,108
3,6,6,2,7,7,10,147,91,99
3,6,5,3,50,43,8,150,94,67
3,6,4,0,0,0,7,153,100,0
3,6,2,0,0,0,8,164,108,0
3,6,3,0,0,0,8,157,101,99
25,12,10,1,0,0,5,147,111,119
25,12,12,2,3.5,3.5,5,140,104,107
25,12,4,3,6,2.5,6,159,123,123
25,12,7,4,9.5,3.5,5,151,115,113
25,12,11,5,11.5,2,7,147,111,108
25,12,5,6,17.5,6,7,155,119,109
25,12,13,7,25.5,8,7,140,104,89
25,12,6,8,46.5,21,5,154,118,78
25,12,8,9,47.75,1.25,6,151,115,73
25,12,9,10,65.75,18,8,143,112,52
25,12,1,0,0,0,11,166,130,0
25,12,2,0,0,0,6,163,127,0
2,8,8,1,0,0,9,157,110,119
2,8,4,2,4,4,12,162,115,120
2,8,3,3,4.5,0.5,9,163,116,121
2,8,6,4,7.5,3,8,158,111,113
2,8,5,5,25.5,18,8,158,111,94
2,8,7,6,36.5,11,6,158,111,88
2,8,2,7,48.5,12,9,164,117,77
2,8,1,8,60.5,12,8,166,119,67
24,8,7,1,0,0,9,159,115,115
24,8,2,2,9,9,11,172,116,113
24,8,8,3,11,2,10,164,0,102
24,8,5,4,16,5,8,162,0,105
24,8,3,5,36,20,11,169,0,86
24,8,6,6,52,16,12,157,105,61
24,8,4,,0,0,13,162,105,0
24,8,9,0,0,0,9,157,118,0
2,14,14,1,0,0,4,142,0,94
2,14,9,2,5,5,4,149,0,95
2,14,8,3,5.25,0.3,5,156,0,102
2,14,2,4,8.25,3,5,153,0,99
2,14,7,5,10.75,2.5,5,156,0,97
2,14,3,6,11,0.1,5,156,0,96
2,14,6,7,12.5,1.5,6,149,0,95
2,14,4,8,12.5,0.1,5,156,0,95
2,14,1,9,20.5,8,6,156,0,87
2,14,11,10,24.5,4,5,149,0,76
2,14,10,11,27,2.5,5,149,0,73
2,14,5,12,34,7,5,156,0,73
2,14,13,13,38,4,4,149,0,62
2,14,12,0,0,0,4,149,0,0
2,7,8,1,0,0,3,145,0,101
2,7,1,2,4,4,3,158,114,110
2,7,2,3,14,10,3,158,0,100
2,7,7,4,24,10,3,152,0,89
2,7,5,5,36,12,3,152,0,72
2,7,3,6,41,5,3,152,0,82
2,7,4,0,0,0,3,152,0,0
2,8,2,1,0,0,5,158,0,138
2,8,4,2,9,9,7,158,120,126
2,8,7,3,19,10,10,158,0,117
2,8,8,4,19.75,0.75,7,158,0,114
2,8,3,5,23.75,4,6,158,0,115
2,8,1,6,28.75,5,8,158,0,105
2,8,6,7,57.75,29,5,158,66,76
2,8,5,,0,0,5,158,124,0
2,8,1,1,0,0,6,162,129,140
2,8,4,2,2,2,4,160,125,134
2,8,7,3,18,16,6,154,0,118
2,8,5,4,63,45,5,160,0,73
2,8,8,5,87,24,5,154,0,43
2,8,9,,0,0,5,147,0,0
2,8,2,,0,0,4,160,0,0
2,8,6,,0,0,4,160,0,0
2,7,3,1,0,0,6,149,143,151
2,7,7,2,0.2,0.2,12,140,127,135
2,7,2,3,2.25,2,7,157,144,154
2,7,4,4,6.25,4,8,154,141,141
2,7,1,5,32.25,26,9,166,153,133
2,7,6,6,36.25,4,7,140,127,97
2,7,5,,0,0,8,148,135,0
2,6,3,1,0,0,10,154,138,146
2,6,5,2,1.5,1.5,4,154,147,142
2,6,2,3,21.5,20,8,162,145,130
2,6,6,4,25,3.5,4,154,144,119
2,6,1,5,29,4,8,162,148,123
2,6,4,6,52,23,7,154,0,92
3,12,7,1,0,0,6,148,123,134
3,12,4,2,1.75,1.75,11,159,127,138
3,12,9,3,5.25,3.5,7,151,119,127
3,12,6,4,13.25,8,9,156,124,123
