dist,ran,num,pos,ovr_btn,btn,age,lbs,or,rpr
2,13,13,9,64.75,4,4,147,0,59
2,13,10,10,73.75,9,7,152,0,55
2,13,14,11,142.75,69,4,143,0,0
2,13,6,0,0,0,5,152,0,0
2,13,9,0,0,0,5,152,0,0
24,3,1,1,0,0,7,158,130,137
24,3,2,2,8,8,7,158,119,127
24,3,3,0,0,0,7,149,0,0
24,11,10,1,0,0,8,145,94,104
24,11,5,2,0.3,0.3,7,153,105,114
24,11,3,3,0.5,0.1,6,159,108,117
24,11,1,4,28.5,28,11,159,115,96
24,11,8,5,32.25,3.75,5,151,100,77
24,11,11,6,36.75,4.5,7,140,89,61
24,11,7,7,63.75,27,8,152,101,46
24,11,4,8,85.75,22,11,158,107,30
24,11,6,9,104.75,19,7,154,103,7
24,11,2,0,0,0,10,159,108,0
24,11,9,0,0,0,6,150,99,0
3,8,6,1,0,0,7,158,107,121
3,8,5,2,7,7,8,162,111,115
3,8,4,3,32,25,7,163,112,90
3,8,2,4,59,27,10,164,113,64
3,8,7,5,74,15,10,150,99,35
3,8,8,0,0,0,10,146,95,0
3,8,1,0,0,0,10,166,115,0
3,8,3,0,0,0,11,157,113,0
25,17,12,1,0,0,5,157,106,119
25,17,14,2,6,6,6,151,100,108
25,17,2,3,11,5,5,164,113,116
25,17,10,4,16,5,6,158,107,104
25,17,6,5,21,5,6,160,109,102
25,17,7,6,21.75,0.75,7,160,109,99
25,17,5,7,27.75,6,6,161,110,96
25,17,1,8,29.25,1.5,6,159,115,98
25,17,9,9,30.5,1.25,6,158,107,89
25,17,18,10,38.5,8,6,144,93,67
25,17,17,11,43.5,5,4,145,100,63
25,17,11,12,44,0.5,6,158,107,75
25,17,4,13,44.5,0.5,5,161,110,78
25,17,15,14,100.5,56,7,151,100,12
25,17,8,15,100.75,0.3,6,160,109,20
25,17,13,,0,0,5,155,104,0
25,17,16,0,0,0,5,150,99,0
2,15,8,1,0,0,4,150,0,109
2,15,4,2,0.3,0.3,5,158,0,114
2,15,12,3,8.25,8,4,153,0,101
2,15,3,4,8.75,0.5,5,158,0,107
2,15,13,5,11.5,2.75,4,153,0,98
2,15,5,6,14,2.5,4,146,0,95
2,15,7,7,16.25,2.25,4,153,0,95
2,15,10,8,24.25,8,4,146,0,85
2,15,2,9,24.5,0.3,5,158,0,90
2,15,6,10,25,0.5,4,153,0,84
2,15,14,11,25.25,0.2,6,151,0,82
2,15,1,12,28.5,3.25,5,158,0,86
2,15,15,13,41.5,13,4,139,0,61
2,15,11,14,79.5,38,4,150,0,20
2,15,9,15,147.5,68,4,150,0,0
2,15,13,1,0,0,6,151,0,101
2,15,5,2,2.75,2.75,5,158,0,105
2,15,4,3,3.5,0.75,6,158,0,105
2,15,11,4,9.5,6,4,153,0,94
2,15,8,5,10,0.5,4,153,0,93
2,15,7,6,11.5,1.5,4,153,0,92
2,15,1,7,12.25,0.75,5,158,0,96
2,15,12,8,20.25,8,4,153,0,83
2,15,14,9,27.25,7,5,151,0,74
2,15,3,10,32.25,5,6,158,0,76
2,15,10,11,36.25,4,4,153,0,67
2,15,6,12,55.25,19,4,148,0,48
2,15,9,13,83.25,28,4,153,0,20
2,15,15,14,84,0.75,4,139,0,12
2,15,2,15,114,30,5,158,0,0
2,8,4,1,0,0,3,152,0,110
2,8,5,2,0.3,0.3,3,152,0,109
2,8,7,3,7.25,7,3,145,0,95
2,8,3,4,16.25,9,3,152,0,95
2,8,1,5,18,1.75,3,150,109,94
2,8,6,6,41,23,3,152,0,71
2,8,2,7,93,52,3,152,0,16
2,8,8,8,113,20,3,145,0,0
2,7,3,1,0,0,7,156,0,118
2,7,6,2,3,3,6,156,114,112
2,7,5,3,12,9,5,151,0,104
2,7,1,4,16,4,6,156,0,102
2,7,7,5,34,18,5,156,0,87
2,7,4,6,68,34,6,156,0,47
2,7,2,0,0,0,7,151,71,0
2,10,2,1,0,0,4,160,127,132
2,10,1,2,10,10,8,162,120,120
2,10,7,3,16,6,4,154,0,104
2,10,4,4,16.25,0.3,5,160,127,110
2,10,9,5,19.5,3.25,4,154,0,102
2,10,6,6,20.25,0.75,6,154,0,100
2,10,8,7,39.25,19,5,154,0,81
2,10,5,8,40,0.75,5,154,0,80
2,10,10,9,54,14,6,154,0,66
2,10,3,0,0,0,5,160,116,0
3,9,6,1,0,0,7,159,108,123
3,9,8,2,7,7,10,152,98,101
3,9,4,3,7.75,0.75,8,165,111,115
3,9,2,4,28.75,21,6,166,112,96
3,9,3,5,38.75,10,9,165,111,82
3,9,7,6,137.75,140,8,151,100,0
3,9,1,,0,0,8,161,112,0
3,9,5,0,0,0,11,164,110,0
3,9,9,0,0,0,7,144,90,0
2,6,1,1,0,0,7,162,157,146
2,6,2,2,10,10,7,162,155,134
2,6,3,3,11,1,7,162,0,133
2,6,5,4,34,23,6,154,120,104
2,6,6,5,52,18,5,154,103,84
2,6,4,6,56,4,13,159,79,85
25,7,4,1,0,0,4,152,0,112
25,7,5,2,1.5,1.5,6,149,0,110
25,7,6,3,2,0.5,6,152,0,107
25,7,2,4,31,29,5,152,0,83
25,7,3,5,50,19,7,152,0,59
25,7,7,,0,0,4,145,0,99
25,7,1,0,0,0,6,159,115,0
2,7,7,1,0,0,4,157,110,111
2,7,1,2,0.75,0.75,8,166,110,118
2,7,4,3,8.75,8,7,161,105,108
2,7,6,4,27.75,19,9,157,101,82
2,7,2,5,30.5,2.75,6,161,108,88
2,7,5,6,59.5,29,6,160,104,53
2,7,3,7,59.75,0.3,6,161,105,54
2,13,4,1,0,0,5,152,0,114
2,13,2,2,2.75,2.75,8,152,0,107
2,13,8,3,3.5,0.75,5,152,0,105
2,13,1,4,8.5,5,4,152,0,101
2,13,3,5,8.5,0.05,4,152,0,102
2,13,11,6,10.25,1.75,6,152,0,98
2,13,10,7,17.25,7,4,152,0,95
2,13,7,8,20.25,3,5,152,0,88
2,13,6,9,22.75,2.5,5,152,0,86
2,13,5,10,31.75,9,5,152,0,77
2,13,12,11,37.75,6,7,149,0,71
2,13,9,12,69.75,32,4,152,0,39
2,13,13,0,0,0,4,138,0,0
25,9,4,1,0,0,6,149,109,117
25,9,8,2,3.5,3.5,5,152,0,115
25,9,5,3,11.5,8,5,152,0,107
25,9,2,4,15.5,4,8,152,0,103
25,9,9,5,33.5,18,4,152,0,90
25,9,7,6,56.5,23,10,149,0,66
25,9,3,7,57.5,1,5,152,0,65
25,9,1,8,80.5,23,5,152,0,45
25,9,6,9,98.5,18,5,152,0,28
24,7,2,1,0,0,5,166,110,117
24,7,7,2,1,1,7,152,96,102
24,7,1,3,8,7,8,166,110,109
24,7,3,4,25,17,6,165,109,92
24,7,5,5,43,18,6,161,105,78
24,7,4,6,60,17,7,161,108,59
24,7,6,7,62.5,2.5,5,158,102,51
25,9,3,1,0,0,8,157,142,148
25,9,8,2,3,3,8,141,126,123
25,9,1,3,32,29,5,161,151,127
25,9,6,4,40,8,6,143,128,92
25,9,9,5,47,7,5,133,125,83
25,9,5,6,70,23,8,145,130,67
25,9,2,7,82,12,10,165,150,76
25,9,4,,0,0,7,150,135,135
25,9,7,,0,0,6,142,127,92
24,6,2,1,0,0,6,163,154,166
24,6,4,2,9,9,6,160,152,151
24,6,3,3,10.25,1.25,6,163,143,154
24,6,6,4,11.75,1.5,6,156,0,145
24,6,1,5,42.75,31,7,163,141,129
24,6,5,6,60.75,18,7,156,0,100
3,7,6,1,0,0,6,155,102,118
3,7,2,2,7,7,6,165,112,121
3,7,3,3,14,7,8,164,111,112
3,7,1,4,47,33,8,170,120,91
3,7,5,5,48,1,5,159,106,76
3,7,4,6,120,72,7,160,107,13
3,7,7,0,0,0,6,147,101,0
2,11,11,1,0,0,6,149,97,105
2,11,1,2,1.25,1.25,5,163,114,119
2,11,10,3,1.5,0.2,5,149,100,105
2,11,2,4,2.75,1.25,5,156,112,115
2,11,7,5,9.75,7,6,154,105,102
2,11,5,6,16.75,7,5,152,108,100
2,11,9,7,21.75,5,8,149,100,85
2,11,4,8,38.75,17,5,162,110,80
2,11,3,9,39.75,1,5,163,111,80
2,11,8,10,44.75,5,6,150,104,69
2,11,6,11,70.75,26,7,159,107,48
2,17,4,1,0,0,5,152,0,136
2,17,13,2,9,9,4,152,0,122
2,17,7,3,14,5,4,152,118,117
2,17,14,4,24,10,4,147,0,107
2,17,16,5,26,2,4,145,0,99
2,17,5,6,35,9,6,145,0,99
2,17,9,7,38.75,3.75,5,152,0,94
2,17,10,8,40.75,2,4,145,0,92
2,17,17,9,43.25,2.5,4,145,0,86
2,17,3,10,63.25,20,4,152,0,72
2,17,12,11,68.25,5,5,145,0,67
2,17,1,12,73.25,5,5,152,0,63
2,17,2,13,73.75,0.5,5,152,0,62
2,17,8,14,74.75,1,5,145,0,61
2,17,15,15,84.75,10,5,145,0,45
2,17,6,16,172.75,88,5,152,102,0
2,17,11,,0,0,4,152,0,0
2,3,1,1,0,0,7,154,0,125
2,3,2,,0,0,8,154,0,0
2,3,3,0,0,0,6,154,0,0
3,6,3,1,0,0,6,152,150,137
3,6,1,2,1,1,6,156,153,140
3,6,6,3,2.5,1.5,6,152,129,134
3,6,5,4,16.5,14,7,152,117,124
3,6,2,5,36.5,20,9,152,146,108
3,6,4,6,93.5,57,8,152,125,52
3,5,3,1,0,0,6,156,119,128
3,5,5,2,4.5,4.5,8,156,0,122
3,5,1,3,70.5,66,7,156,0,79
3,5,2,4,105.5,35,7,156,0,31
3,5,4,0,0,0,9,153,115,0
3,12,7,1,0,0,6,148,112,123
3,12,9,2,1.5,1.5,6,157,111,119
3,12,4,4,2,0.5,6,160,117,121
3,12,12,3,3.75,1.75,6,146,100,107
3,12,3,5,8.75,5,5,164,118,117
3,12,6,6,11,2.25,5,159,113,110
3,12,11,7,12,1,8,154,108,105
3,12,2,8,13,1,9,165,119,115
3,12,8,9,43,30,5,151,112,81
3,12,1,10,43.25,0.3,5,161,120,90
3,12,5,11,57.25,14,7,161,115,71
3,12,10,12,88.25,31,4,155,109,37
24,6,5,1,0,0,6,155,119,135
24,6,4,2,7,7,8,155,119,125
24,6,1,3,20,13,8,166,130,126
24,6,6,4,25,5,9,140,111,101
24,6,2,5,78,53,8,159,123,62
24,6,3,,0,0,6,157,121,0
2,10,3,1,0,0,5,160,96,109
2,10,9,2,4.5,4.5,4,143,76,76
2,10,10,3,7.25,2.75,6,135,73,70
2,10,4,4,14.25,7,4,160,93,83
2,10,8,5,19.25,5,5,152,85,71
2,10,2,6,19.75,0.5,4,155,98,83
2,10,1,7,20.5,0.75,4,160,99,84
2,10,6,8,21.25,0.75,6,154,90,74
2,10,7,9,30.25,9,8,148,86,62
2,10,5,10,31.75,1.5,4,154,90,64
3,9,4,1,0,0,6,164,162,181
3,9,8,2,12,12,7,164,160,172
3,9,3,3,19,7,11,164,190,170
3,9,6,4,24,5,10,164,158,162
3,9,7,5,63,39,9,164,163,123
3,9,5,6,73,10,10,164,157,114
3,9,1,0,0,0,10,164,168,0
3,9,2,0,0,0,9,164,167,0
3,9,9,0,0,0,8,164,167,0
2,6,1,1,0,0,7,161,171,166
2,6,5,2,3.75,3.75,7,161,159,162
2,6,6,3,6,2.25,6,161,160,160
2,6,4,4,13,7,9,161,167,155
2,6,2,5,87,74,5,161,130,79
2,6,3,6,107,20,5,161,149,59
2,11,5,1,0,0,4,152,0,106
2,11,7,2,1.5,1.5,4,152,0,102
2,11,2,3,3.5,2,4,152,0,100
2,11,4,4,5.5,2,4,152,0,99
2,11,1,5,6.25,0.75,4,159,120,105
2,11,3,6,13.25,7,4,149,0,92
2,11,11,7,16.75,3.5,4,145,0,81
2,11,6,8,42.75,26,4,152,0,64
2,11,8,9,60.75,18,4,152,0,48
2,11,10,,0,0,4,145,0,103
2,11,9,0,0,0,4,145,0,0
2,7,7,1,0,0,5,148,0,136
2,7,3,2,1,1,7,159,0,144
2,7,6,3,20,19,8,154,122,123
2,7,4,4,31,11,7,154,0,114
2,7,2,5,43,12,8,159,140,111
2,7,5,0,0,0,7,154,120,0
2,7,1,0,0,0,8,159,127,0
25,17,6,1,0,0,6,156,0,136
25,17,16,2,1,1,5,156,0,133
25,17,3,3,10,9,6,162,121,128
25,17,1,4,25,15,6,166,117,117
25,17,2,5,28.75,3.75,6,162,0,112
25,17,8,6,34.75,6,6,156,0,98
25,17,13,7,54.75,20,7,156,123,92
25,17,18,8,56.75,2,5,149,0,68
25,17,11,9,56.75,0.1,6,156,0,75
25,17,12,10,58.25,1.5,6,151,0,73
25,17,17,11,58.75,0.5,6,156,0,73
25,17,9,12,62.75,4,7,149,0,69
25,17,7,13,66,3.25,10,156,0,66
25,17,5,14,70.5,4.5,7,156,0,61
25,17,4,15,74.5,4,7,156,0,57
25,17,10,16,104.5,30,7,153,0,0
25,17,14,0,0,0,6,156,0,0
3,8,4,1,0,0,9,162,115,129
3,8,3,2,6,6,8,164,117,126
3,8,5,3,20,14,6,156,114,111
3,8,6,4,49,29,8,158,114,83
3,8,1,5,128,79,7,166,119,17
3,8,7,0,0,0,8,158,111,0
3,8,2,0,0,0,6,164,117,0
3,8,8,0,0,0,9,154,110,0
24,10,1,1,0,0,8,166,129,136
24,10,2,2,0.2,0.2,9,163,126,133
24,10,10,3,0.75,0.5,8,150,113,123
24,10,5,4,35.75,35,9,159,122,97
24,10,6,5,45.75,10,10,159,122,88
24,10,9,6,53.75,8,11,154,117,76
24,10,4,7,55.5,1.75,10,161,124,81
24,10,8,,0,0,8,152,118,0
24,10,7,0,0,0,9,156,119,0
24,10,3,0,0,0,8,161,124,0
25,19,3,1,0,0,6,156,144,149
25,19,1,2,2,2,6,161,154,157
25,19,12,3,2.5,0.5,9,145,133,134
25,19,10,4,10.5,8,8,150,138,133
25,19,16,5,11.25,0.75,6,142,130,122
25,19,2,6,13.5,2.25,7,160,148,140
25,19,15,7,18.5,5,11,142,130,116
25,19,19,8,19,0.5,6,140,128,117
25,19,14,9,20.5,1.5,7,138,131,115
25,19,18,10,24.25,3.75,11,135,128,110
25,19,6,11,24.25,0.1,9,153,141,121
25,19,9,12,49.25,25,5,151,139,97
25,19,11,13,65.25,16,6,150,138,91
25,19,20,14,71.25,6,6,140,128,66
25,19,8,15,144.25,73,10,147,140,12
25,19,7,,0,0,7,152,140,122
25,19,17,0,0,0,9,141,129,0
25,19,13,0,0,0,6,140,131,0
25,19,4,0,0,0,8,154,142,0
2,16,2,1,0,0,6,165,133,142
2,16,6,2,6,6,5,157,125,129
2,16,11,3,8,2,6,149,117,118
2,16,1,4,9,1,7,161,134,135
2,16,3,5,10.25,1.25,6,152,125,124
2,16,10,6,21.25,11,7,151,119,110
2,16,13,7,25,3.75,6,148,116,104
2,16,9,8,25.75,0.75,5,148,119,104
2,16,7,9,27,1.25,7,155,123,107
2,16,5,10,42,15,6,157,125,95
2,16,4,11,43.75,1.75,6,147,125,94
2,16,14,12,49.75,6,5,145,116,79
2,16,16,13,52.25,2.5,6,145,113,74
2,16,12,14,58.25,6,7,149,117,73
2,16,15,15,69.25,11,8,140,113,59
2,16,8,16,73.75,4.5,9,155,123,65
2,14,13,1,0,0,4,142,109,109
2,14,2,2,0.75,0.75,5,166,115,124
2,14,9,3,14.75,14,5,151,103,100
2,14,12,4,18.75,4,7,150,99,93
2,14,7,5,18.75,0.1,6,158,110,102
2,14,4,6,19.25,0.5,5,162,114,105
2,14,5,7,19.5,0.2,8,160,112,104
2,14,14,8,29.5,10,5,143,97,81
2,14,3,9,31.75,2.25,5,166,115,95
2,14,1,10,32.5,0.75,8,167,121,100
2,14,15,11,51.5,19,5,143,95,57
2,14,8,12,53,1.5,5,153,105,66
2,14,10,13,78,25,7,153,102,40
2,14,6,14,94,16,6,159,111,35
24,5,1,1,0,0,7,154,0,128
24,5,3,2,6,6,9,154,122,123
24,5,4,3,6.25,0.3,6,154,0,119
24,5,5,4,34.25,28,5,151,120,90
24,5,2,5,45.25,11,9,154,110,88
25,9,8,1,0,0,6,158,0,131
25,9,6,2,6,6,6,158,125,123
25,9,9,3,10,4,5,158,118,119
25,9,4,4,18,8,10,158,0,113
25,9,12,5,38,20,7,151,0,86
25,9,11,6,41.5,3.5,6,158,0,90
25,9,3,7,45.5,4,5,151,0,86
25,9,1,8,50.5,5,5,158,0,82
25,9,10,9,113.5,63,5,158,0,25
25,18,11,1,0,0,6,156,95,121
25,18,3,2,15,15,7,164,103,106
25,18,8,3,24,9,7,161,100,96
25,18,5,4,28.5,4.5,6,162,101,91
25,18,7,5,54.5,26,10,154,100,66
25,18,16,6,57.5,3,8,152,91,55
25,18,12,7,63.5,6,6,156,95,53
25,18,2,8,105.5,42,7,166,105,26
25,18,1,9,157.5,52,6,166,105,0
25,18,9,10,182.5,25,5,160,99,0
25,18,6,,0,0,6,161,100,103
25,18,4,0,0,0,7,162,101,0
25,18,13,0,0,0,8,152,94,0
25,18,15,0,0,0,8,153,92,0
25,18,14,0,0,0,7,151,93,0
25,18,10,0,0,0,6,156,95,0
25,18,17,0,0,0,5,151,90,0
25,18,18,0,0,0,5,151,90,0
24,4,2,1,0,0,8,161,158,156
24,4,1,2,11,11,8,161,147,148
24,4,3,0,0,0,7,158,120,0
24,4,4,0,0,0,7,158,149,0
3,6,7,1,0,0,9,150,119,131
3,6,2,2,15,15,7,160,129,127
3,6,1,3,23,8,12,166,135,123
3,6,6,4,25.75,2.75,8,153,122,108
3,6,3,5,53.75,28,6,158,127,88
3,6,4,6,112.75,59,8,157,126,34
2,16,2,1,0,0,5,158,0,118
2,16,16,2,1,1,4,148,0,107
2,16,4,3,8,7,6,158,0,110
2,16,5,4,18,10,5,151,0,99
2,16,18,5,18.25,0.3,4,145,0,89
2,16,17,6,18.75,0.5,4,148,0,88
2,16,8,7,21,2.25,6,144,0,89
2,16,11,8,22.5,1.5,4,148,0,84
2,16,10,9,29.5,7,5,151,0,80
2,16,6,10,45.5,16,5,158,0,71
2,16,13,11,47,1.5,4,148,0,60
2,16,15,12,51,4,4,148,0,56
2,16,7,13,60,9,5,151,0,57
2,16,14,14,69,9,4,148,0,38
2,16,9,15,70.25,1.25,5,151,0,40
2,16,3,16,114.25,44,5,158,0,0
3,16,5,1,0,0,7,154,144,158
3,16,9,2,1.25,1.25,12,150,140,152
3,16,1,3,19.25,18,10,166,156,154
3,16,2,4,32.25,13,8,165,155,141
3,16,7,5,47.25,15,8,150,143,117
3,16,8,6,48.25,1,9,149,142,110
3,16,3,7,55.25,7,7,160,150,116
3,16,12,,0,0,8,146,136,0
3,16,17,0,0,0,9,140,130,0
3,16,11,0,0,0,8,150,140,0
3,16,15,0,0,0,8,142,132,0
3,16,14,0,0,0,8,144,134,0
3,16,13,0,0,0,7,145,135,0
3,16,4,0,0,0,7,159,149,0
3,16,10,0,0,0,8,150,140,0
3,16,6,0,0,0,8,154,144,0
2,9,10,1,0,0,4,152,0,143
2,9,9,2,2.25,2.25,4,152,126,139
2,9,5,3,17.25,15,4,156,133,130
2,9,2,4,20,2.75,4,159,0,130
2,9,8,5,30,10,4,152,0,114
2,9,7,6,36,6,4,152,0,116
2,9,6,7,62,26,4,156,119,91
2,9,1,8,81,19,4,159,0,75
2,9,4,9,87,6,4,156,123,66
24,3,3,1,0,0,7,154,153,147
24,3,1,2,13,13,7,158,133,142
24,3,2,3,52,39,7,154,0,119
2,7,3,1,0,0,5,160,131,145
2,7,6,2,11,11,4,154,0,127
2,7,5,3,15,4,4,154,132,124
2,7,2,4,37,22,5,163,141,111
2,7,7,5,52,15,4,151,130,86
2,7,4,6,60,8,5,156,0,84
2,7,1,7,72,12,6,163,130,80
25,14,14,1,0,0,6,148,118,127
25,14,17,2,3,3,6,148,115,121
25,14,11,3,3.25,0.3,8,155,122,129
25,14,15,4,13.25,10,6,144,118,115
25,14,3,5,14.25,1,6,159,129,126
25,14,9,6,36.25,22,6,156,123,99
25,14,1,7,36.75,0.5,7,166,133,109
25,14,6,8,42.75,6,8,159,126,96
25,14,5,,0,0,6,158,128,0
25,14,12,0,0,0,8,153,120,0
25,14,7,0,0,0,7,158,125,0
25,14,16,0,0,0,7,148,115,0
25,14,4,0,0,0,5,161,128,0
25,14,13,0,0,0,5,153,120,0
24,11,10,1,0,0,7,150,114,131
24,11,6,2,8,8,8,159,123,125
24,11,5,3,8,0.1,6,161,125,126
24,11,12,4,15,7,10,144,108,108
24,11,9,5,31,16,8,152,116,99
24,11,7,6,31.75,0.75,6,156,123,104
24,11,2,7,54.75,23,8,164,128,86
24,11,4,8,101.75,47,9,161,125,41
24,11,11,,0,0,7,149,113,0
24,11,1,0,0,0,6,166,130,0
24,11,8,0,0,0,5,155,121,0
2,17,16,1,0,0,4,144,0,107
2,17,13,2,3.25,3.25,4,154,0,111
2,17,4,3,4.75,1.5,5,156,0,111
2,17,15,4,11.75,7,4,147,0,95
2,17,3,5,23.75,12,5,156,0,92
2,17,2,6,24,0.3,5,156,0,92
2,17,18,7,28,4,4,133,0,72
2,17,10,8,28.25,0.3,5,156,0,88
2,17,17,9,34.25,6,4,140,0,66
2,17,12,10,36.5,2.25,5,156,0,79
2,17,8,11,41.5,5,6,151,0,74
2,17,5,12,47.5,6,5,156,0,68
2,17,7,13,61.5,14,6,156,0,54
2,17,11,14,102.5,41,5,156,0,13
2,17,14,15,107,4.5,4,147,0,0
2,17,9,16,130,23,6,156,0,0
2,17,6,17,209,79,5,156,0,0
2,10,5,1,0,0,5,155,0,107
2,10,1,2,3.5,3.5,10,155,0,105
2,10,4,3,5.5,2,5,155,0,102
2,10,6,4,8,2.5,6,155,0,100
2,10,2,5,12,4,6,152,0,97
2,10,7,6,13.25,1.25,5,150,0,95
2,10,3,7,27.25,14,5,155,0,83
2,10,8,8,55.25,28,6,155,0,57
2,10,10,9,70.25,15,4,147,0,36
2,10,9,,0,0,4,147,0,75
25,9,2,1,0,0,7,156,125,127
25,9,6,2,1.25,1.25,6,156,125,123
25,9,1,3,4.5,3.25,6,162,124,126
25,9,4,4,29.5,25,5,156,0,98
25,9,5,5,30,0.5,6,156,0,97
25,9,3,6,49,19,5,156,0,80
25,9,7,7,65,16,7,156,0,66
25,9,9,8,91,26,8,149,0,35
25,9,8,9,154,63,6,156,0,0
3,3,3,1,0,0,7,152,138,132
3,3,2,2,7,7,7,158,129,133
3,3,1,3,7.75,0.75,8,158,132,135
3,9,5,1,0,0,7,149,105,111
3,9,7,2,5,5,10,148,97,98
3,9,4,3,7.5,2.5,7,157,106,106
3,9,1,4,8.75,1.25,6,166,115,115
3,9,2,5,10,1.25,7,157,113,110
3,9,8,6,19,9,7,143,95,85
3,9,6,7,19.5,0.5,11,154,103,91
3,9,3,8,20.5,1,6,161,110,97
3,9,9,9,50.5,30,6,141,90,0
2,5,5,1,0,0,7,146,102,114
2,5,4,2,13,13,7,155,111,113
2,5,1,3,23,10,6,156,122,112
2,5,3,,0,0,7,155,111,0
2,5,2,0,0,0,7,153,112,0
3,12,2,1,0,0,8,161,96,106
3,12,6,2,0.5,0.5,13,158,91,100
3,12,7,3,9.5,9,6,152,89,90
3,12,5,4,14,4.5,10,163,93,92
3,12,4,5,20,6,8,163,93,85
3,12,3,6,23.75,3.75,8,163,93,83
3,12,10,7,26.25,2.5,8,156,86,71
3,12,12,8,33.25,7,8,139,76,55
3,12,1,9,76.25,43,7,166,96,36
3,12,8,,0,0,8,154,89,0
3,12,11,0,0,0,8,148,78,0
3,12,9,0,0,0,9,158,88,0
2,12,13,1,0,0,4,141,0,98
2,12,1,2,4,4,5,156,0,107
2,12,8,3,5.25,1.25,4,145,0,98
2,12,11,4,19.25,14,4,145,0,84
2,12,2,5,20.25,1,5,156,0,91
2,12,6,6,25.25,5,5,153,0,86
2,12,5,7,25.75,0.5,5,156,0,86
2,12,10,8,32.75,7,4,148,0,71
2,12,12,9,40.75,8,4,148,0,63
2,12,4,10,47.75,7,5,156,0,64
2,12,7,11,113.75,66,5,149,0,0
2,12,9,0,0,0,4,141,0,0
2,10,6,1,0,0,6,154,0,117
2,10,2,2,1,1,5,160,0,118
2,10,3,3,7,6,6,154,0,106
2,10,9,4,13,6,6,149,0,100
2,10,7,5,29,16,6,154,0,88
2,10,8,6,40,11,5,154,0,73
2,10,4,7,45,5,6,154,0,68
2,10,10,8,52,7,4,140,0,54
2,10,1,,0,0,5,160,0,0
2,10,5,0,0,0,6,154,0,0
24,6,3,1,0,0,9,163,111,122
24,6,5,2,3.5,3.5,6,160,108,116
24,6,1,3,15.5,12,7,166,114,113
24,6,4,4,21.5,6,7,161,109,102
24,6,6,5,21.75,0.3,10,153,101,95
24,6,2,0,0,0,9,161,112,0
25,8,4,1,0,0,6,155,118,123
25,8,2,2,0.3,0.3,7,161,0,127
25,8,8,3,4.25,4,5,155,0,116
25,8,3,4,9.25,5,8,161,118,117
25,8,6,5,15.25,6,7,152,0,105
25,8,7,6,39.25,24,6,155,0,88
25,8,5,7,41.75,2.5,6,155,0,78
25,8,9,8,46.75,5,4,147,0,65
25,12,4,1,0,0,6,162,125,140
25,12,8,2,4,4,6,148,118,124
25,12,12,3,6,2,6,147,113,117
25,12,13,4,6,0.1,5,148,111,115
25,12,1,5,20,14,6,166,129,121
25,12,11,6,24,4,7,152,115,101
25,12,9,7,27.75,3.75,8,154,117,99
25,12,5,8,30.25,2.5,6,161,124,104
25,12,2,9,30.5,0.2,7,155,125,104
25,12,3,10,45.5,15,8,157,125,89
25,12,6,0,0,0,7,161,124,0
25,12,10,0,0,0,8,152,115,0
2,8,6,1,0,0,6,153,107,119
2,8,5,2,3,3,9,157,114,121
2,8,3,3,11,8,9,157,118,122
2,8,8,4,16,5,7,145,102,100
2,8,4,5,16,0.1,6,162,116,111
2,8,1,6,22,6,8,159,120,110
2,8,2,7,25.75,3.75,7,165,119,105
2,8,7,0,0,0,6,148,102,0
2,8,8,1,0,0,4,138,93,91
2,8,5,2,1.5,1.5,5,157,102,105
2,8,2,3,2.75,1.25,8,161,109,111
2,8,7,4,5.25,2.5,4,144,104,95
2,8,1,5,8.25,3,5,163,111,106
2,8,4,6,14.25,6,6,151,104,94
2,8,6,7,22.25,8,7,151,99,81
2,8,3,8,82.25,60,5,160,105,26
24,9,1,1,0,0,9,165,134,130
24,9,8,2,30,30,9,161,108,95
24,9,2,3,44,14,15,172,0,98
24,9,5,4,68,24,10,164,0,61
24,9,7,0,0,0,7,159,96,0
24,9,3,0,0,0,10,169,124,0
24,9,4,0,0,0,9,168,112,0
24,9,6,0,0,0,8,159,106,0
24,9,9,0,0,0,6,157,0,0
2,10,1,1,0,0,3,159,115,115
2,10,6,2,1,1,3,152,0,104
2,10,5,3,21,20,3,147,0,86
2,10,10,4,42,21,3,151,0,81
2,10,3,5,50,8,3,152,0,60
2,10,8,6,60,10,3,145,0,51
2,10,4,7,80,20,3,152,0,33
2,10,7,8,87,7,3,152,0,27
2,10,9,,0,0,3,152,0,0
2,10,2,0,0,0,3,152,0,0
2,4,1,1,0,0,8,156,0,154
2,4,3,2,51,51,6,156,114,99
2,4,2,3,85,34,9,156,0,89
2,4,4,RO,0,0,5,156,120,0
2,8,3,1,0,0,6,160,119,126
2,8,1,2,0.5,0.5,7,162,127,129
2,8,2,3,16.5,16,5,160,123,114
2,8,4,4,31.5,15,6,154,0,93
2,8,6,5,31.75,0.3,5,154,0,92
2,8,9,6,52.75,21,4,147,0,67
2,8,8,7,60.75,8,8,154,0,66
2,8,7,8,70.75,10,5,154,0,57
3,7,8,1,0,0,6,152,106,117
3,7,2,2,7,7,7,166,115,118
3,7,7,3,14,7,7,160,109,110
3,7,4,4,24,10,7,163,112,104
3,7,6,5,35,11,7,161,110,90
3,7,1,0,0,0,6,166,115,0
3,7,3,0,0,0,6,164,113,0
2,4,2,1,0,0,7,162,140,137
2,4,1,2,5,5,7,162,151,130
2,4,6,3,6.25,1.25,6,154,108,121
