going,ran,num,pos,ovr_btn,btn,age,sex,lbs,time,secs,dec,or,rpr,jockey,trainer
Good,14,14,5,28.5,2.5,8,G,140,03:56.7,236.7,26,131,122,Paddy Brennan,Fergal OBrien
Good,14,12,6,29,0.5,8,G,143,03:56.8,236.8,11,137,129,Harry Cobden,Colin Tizzard
Good,14,8,7,30.5,1.5,9,G,153,03:57.1,237.1,34,144,134,Wayne Hutchinson,Donald McCain
Good,14,11,8,44.5,14,6,G,148,03:59.9,239.9,13,139,116,A P Heskin,Tom George
Good,14,1,9,45.75,1.25,9,G,161,04:00.2,240.15,15,157,135,Rachael Blackmore,Henry De Bromhead
Good,14,4,10,48.5,2.75,11,G,159,04:00.7,240.7,26,150,123,Richard Johnson,Philip Hobbs
Good,14,5,11,50,1.5,8,G,158,04:01.0,241,9,149,121,Barry Geraghty,Mrs John Harrington
Good,14,15,F,-,-,9,G,137,-,-,101,131,–,David Noonan,Neil Mulholland
Good,14,2,PU,-,-,9,G,161,-,-,8,152,–,Brendan Powell,Dr Richard Newland
Good,14,7,UR,-,-,9,G,155,-,-,34,146,149,Daryl Jacob,Ben Case
Good,6,4,1,0,0,4,G,156,03:50.6,230.6,5.5,139,152,Daryl Jacob,Alan King
Good,6,2,2,11,11,4,G,160,03:52.8,232.8,13,139,142,Mr Alex Ferguson,Ben Pauling
Good,6,6,3,15,4,4,G,152,03:53.6,233.6,3,142,132,Wayne Hutchinson,Alan King
Good,6,1,4,15.5,0.5,4,G,160,03:53.7,233.7,2.62,147,139,Nick Scholfield,Paul Nicholls
Good,6,3,5,21.5,6,4,G,160,03:54.9,234.9,9,139,134,Joshua Moore,Stuart Edmunds
Good,6,5,UR,-,-,4,G,152,-,-,41,–,–,Conor Shoemark,Richard Hobson
Good,14,5,1,0,0,5,G,152,05:55.9,355.9,12,140,141,Tom OBrien,Philip Hobbs
Good,14,8,2,0.1,0.1,5,G,144,05:55.9,355.92,7,132,133,Richard Johnson,Philip Hobbs
Good,14,13,3,0.3,0.2,5,G,135,05:56.0,355.96,13,128,129,Jack Sherwood,Henry Daly
Good,14,11,4,1.75,1.5,8,G,140,05:56.3,356.25,8,128,127,Paul Moloney,C Byrnes
Good,14,14,5,3.25,1.5,6,G,140,05:56.6,356.55,17,128,125,Paddy Brennan,Fergal OBrien
Good,14,6,6,7,3.75,7,G,149,05:57.3,357.3,17,137,131,Daryl Jacob,Dr Richard Newland
Good,14,10,7,10.5,3.5,8,G,142,05:58.0,358,26,130,121,Paul Townend,Sophie Leech
Good,14,7,8,13.75,3.25,5,G,147,05:58.7,358.65,6,135,124,Harry Skelton,Dan Skelton
Good,14,1,9,18.25,4.5,7,G,159,05:59.5,359.55,17,154,138,Cian Collins,Gordon Elliott
Good,14,9,10,22.75,4.5,8,G,141,06:00.5,360.45,34,129,109,Aidan Coleman,Jonjo ONeill
Good,14,2,11,29.75,7,7,G,163,06:01.8,361.85,7,151,126,Barry Geraghty,Nicky Henderson
Good,14,3,12,33.75,4,10,G,147,06:02.6,362.65,26,145,116,Kevin Dowling,Alan King
Good,14,12,13,39.75,6,6,G,140,06:03.9,363.85,8,128,92,Joshua Moore,Stuart Edmunds
Good,14,4,PU,-,-,6,G,152,-,-,13,140,–,Tom Scudamore,Gordon Elliott
Good,4,1,1,0,0,6,G,162,04:53.3,293.3,1.67,146,145,Noel Fehily,Neil Mulholland
Good,4,4,2,4,4,6,G,157,04:54.1,294.1,21,135,134,Aidan Coleman,Colin Tizzard
Good,4,5,3,8.5,4.5,5,G,157,04:55.0,295,10,–,129,Nick Scholfield,Paul Nicholls
Good,4,2,4,10,1.5,7,G,157,04:55.3,295.3,2.88,144,131,Richard Johnson,Philip Hobbs
Good,7,5,1,0,0,5,G,157,05:57.8,357.8,3,130,140,Daryl Jacob,Nigel Twiston-Davies
Good,7,1,2,0.5,0.5,6,G,160,05:57.9,357.9,3.5,132,140,Aidan Coleman,Colin Tizzard
Good,7,3,3,5,4.5,6,G,154,05:58.8,358.8,7,–,132,Ryan Hatch,Nigel Twiston-Davies
Good,7,2,4,5.75,0.75,7,G,160,05:59.0,358.95,6,134,136,Richard Johnson,Dr Richard Newland
Good,7,4,5,10.75,5,5,G,157,06:00.0,359.95,9,130,127,Brendan Powell,Jamie Snowden
Good,7,6,6,14,3.25,9,G,152,06:00.6,360.6,17,133,119,A P Heskin,Tom George
Good,7,7,7,41,27,5,G,149,06:06.0,366,201,102,91,David Noonan,Roy Brotherton
Good,16,1,1,0,0,5,G,154,03:49.5,229.5,4.5,–,122,Stan Sheppard,Paul Nicholls
Good,16,17,2,0.3,0.3,5,M,147,03:49.6,229.56,21,–,107,Aidan Coleman,Martin Keighley
Good,16,10,3,6.25,6,4,G,154,03:50.7,230.75,26,–,109,Daryl Jacob,Ben Case
Good,16,11,4,11.25,5,4,G,154,03:51.7,231.75,34,–,104,Richard Johnson,Martin Keighley
Good,16,3,4,11.25,0,4,G,156,03:51.7,231.75,6,–,111,Jamie Bargary,Nigel Twiston-Davies
Good,16,14,6,14,2.75,5,G,154,03:52.3,232.3,51,–,102,Tom Scudamore,Shaun Lycett
Good,16,16,7,17.5,3.5,4,G,154,03:53.0,233,51,–,98,Jake Greenall,Henry Daly
Good,16,13,8,18,0.5,6,G,154,03:53.1,233.1,51,–,98,Adam Wedge,L J Morgan
Good,16,9,9,21.25,3.25,4,G,154,03:53.7,233.75,9,–,95,David Bass,Ben Pauling
Good,16,7,10,25.75,4.5,5,G,151,03:54.6,234.65,13,–,91,Jonathan Moore,Rebecca Curtis
Good,16,6,11,29,3.25,4,G,154,03:55.3,235.3,67,–,88,Andrew Tinkler,Martin Keighley
Good,16,2,12,40,11,5,G,161,03:57.5,237.5,2.62,–,85,Nico de Boinville,Nicky Henderson
Good,16,12,13,57,17,4,G,154,04:00.9,240.9,67,–,63,Conor OFarrell,Nick Mitchell
Good,16,8,14,57.5,0.5,4,G,154,04:01.0,241,34,–,62,Gavin Sheehan,Harry Whittington
Good,16,15,15,60.5,3,6,G,147,04:01.6,241.6,151,–,60,Theo Gillard,Mark Gillard
Good,16,4,16,159.5,104,5,G,147,04:21.4,261.4,151,–,–,Charlie Hammond,James Grassick
Good,9,9,1,0,0,8,G,153,04:02.4,242.4,26,128,134,Nick Scholfield,Paul Henderson
Good,9,5,2,0.2,0.2,7,G,161,04:02.4,242.44,5,136,141,M P Fogarty,Barry John Murphy
Good,9,4,3,4,3.75,8,G,161,04:03.2,243.2,8,136,136,Tom OBrien,Colin Tizzard
Good,9,7,4,4,0.1,10,G,159,04:03.2,243.22,26,134,135,Paul Moloney,Evan Williams
Good,9,8,5,4.75,0.75,7,G,155,04:03.3,243.35,5.5,130,130,Noel Fehily,Martin Todhunter
Good,9,2,6,13.75,9,10,G,165,04:05.2,245.15,15,140,132,Barry Geraghty,Philip Hobbs
Good,9,10,7,14.5,0.75,4,G,153,04:05.3,245.3,10,136,121,Tom Scudamore,David Pipe
Good,9,1,8,14.75,0.3,7,G,166,04:05.3,245.35,4.33,141,133,Aidan Coleman,Colin Tizzard
Good,9,3,9,15.5,0.75,7,G,164,04:05.5,245.5,7,139,130,Andrew Tinkler,Martin Keighley
Good,9,2,1,0,0,6,G,161,05:05.9,305.9,7.5,138,146,Roger Loughran,Peter Fahey
Good,9,4,2,1,1,5,G,161,05:06.1,306.1,3.5,137,145,Daryl Jacob,Nigel Twiston-Davies
Good,9,3,3,4.5,3.5,6,G,161,05:06.8,306.8,4,139,141,Aidan Coleman,Colin Tizzard
Good,9,9,4,12.5,8,4,G,154,05:08.4,308.4,11,–,127,Harry Skelton,Dan Skelton
Good,9,7,5,22.5,10,5,G,154,05:10.4,310.4,4.33,135,119,Andrew Tinkler,Nicky Henderson
Good,9,5,6,23,0.5,6,G,158,05:10.5,310.5,34,–,121,Richard Johnson,Charlie Longsdon
Good,9,1,7,26,3,6,G,161,05:11.1,311.1,34,126,123,Davy Russell,Sean Thomas Doyle
Good,9,8,8,44,18,5,G,154,05:14.7,314.7,17,–,98,Nico de Boinville,Ben Pauling
Good,9,6,9,60,16,4,G,158,05:17.9,317.9,21,–,88,Nick Scholfield,Paul Nicholls
Good,7,6,1,0,0,6,G,156,05:10.6,310.6,5.5,–,153,Nico de Boinville,Nicky Henderson
Good,7,7,2,10,10,8,G,156,05:12.6,312.6,34,–,142,Aidan Coleman,Colin Tizzard
Good,7,1,3,17,7,6,G,164,05:14.0,314,6,–,144,Richard Johnson,Philip Hobbs
Good,7,4,4,17.5,0.5,6,G,161,05:14.1,314.1,17,143,138,Jeremiah McGrath,Nicky Henderson
Good,7,3,5,18,0.5,6,G,161,05:14.2,314.2,8,–,139,Harry Skelton,Dan Skelton
Good,7,5,PU,-,-,6,G,156,-,-,2.38,–,–,David Bass,Ben Pauling
Good,7,2,PU,-,-,5,G,161,-,-,9,142,–,Ryan Hatch,Nigel Twiston-Davies
Good,15,8,1,0,0,6,G,154,06:37.5,397.5,9,127,135,Mr R O Harding,David Pipe
Good,15,10,2,2.25,2.25,8,G,149,06:38.0,397.95,6.5,125,132,Miss Ally Stirling,Fergal OBrien
Good,15,3,3,5,2.75,9,G,162,06:38.5,398.5,11,135,139,Mr J J Codd,Tim Vaughan
Good,15,5,4,13,8,7,G,155,06:40.1,400.1,13,135,130,Jonjo ONeill Jr,Jonjo ONeill
Good,15,9,5,14.5,1.5,9,G,146,06:40.4,400.4,21,126,122,Mr Jake Bament,Philip Hobbs
Good,15,13,6,14.5,0.1,7,G,142,06:40.4,400.42,51,122,117,Rex Dingle,David Pipe
Good,15,12,7,17,2.5,10,G,147,06:40.9,400.9,15,123,117,Mr Zac Baker,David Dennis
Good,15,16,8,20.25,3.25,7,G,142,06:41.6,401.55,10,115,107,Mr R P Quinlan,A J Martin
Good,15,1,9,42.25,22,8,G,166,06:46.0,405.95,5.5,139,108,Mr Tom David,Ben Pauling
Good,15,7,F,-,-,7,G,148,-,-,17,128,125,Jordan Nailor,Charlie Longsdon
Good,15,4,F,-,-,8,G,162,-,-,17,135,–,Mr Sam Waley-Cohen,Charlie Longsdon
Good,15,11,PU,-,-,8,G,147,-,-,21,123,–,Mr Joshua Newman,Robert Walford
Good,15,6,UR,-,-,13,G,157,-,-,17,130,–,Ms K Walsh,J A Nash
Good,15,14,UR,-,-,10,G,141,-,-,23,121,116,Mr Charlie Davies,Jonjo ONeill
Good,15,2,UR,-,-,9,G,160,-,-,10,136,–,Ms L ONeill,David Pipe
Good,18,17,1,0,0,5,G,143,04:00.2,240.19,17,102,113,Charlie Poste,Robin Dickin
Good,18,8,2,1.75,1.75,4,G,160,04:00.5,240.54,5,119,129,Davy Russell,A J Martin
Good,18,9,3,4.25,2.5,5,G,154,04:01.0,241.04,9,116,123,Alan Johns,Tim Vaughan
Good,18,10,4,4.5,0.3,5,G,156,04:01.1,241.09,11,115,123,A P Heskin,Tom George
Good,18,13,5,9,4.5,5,G,152,04:02.0,241.99,34,111,115,Aidan Coleman,Charlie Longsdon
Good,18,5,6,16,7,5,G,163,04:03.4,243.39,5,122,119,Noel Fehily,Harry Fry
Good,18,15,7,17,1,6,G,144,04:03.6,243.59,15,106,102,Robert Williams,Bernard Llewellyn
Good,18,2,8,18,1,6,G,165,04:03.8,243.79,17,124,119,Paul Townend,P J Rothwell
Good,18,11,9,18.5,0.5,6,G,156,04:03.9,243.89,34,115,109,Leighton Aspell,Martin Bosley
Good,18,12,10,18.75,0.3,5,G,155,04:03.9,243.94,34,114,110,Adam Wedge,Evan Williams
Good,18,6,11,20.25,1.5,6,G,162,04:04.2,244.24,9,121,117,Jeremiah McGrath,Nicky Henderson
Good,18,14,12,22.5,2.25,6,G,141,04:04.7,244.69,34,107,98,Mr Joshua Newman,Ali Stronge
Good,18,19,13,23.25,0.75,3,G,137,04:04.8,244.84,29,115,91,Jamie Bargary,Martin Keighley
Good,18,4,14,26.25,3,4,G,163,04:05.4,245.44,21,122,109,Nick Scholfield,Paul Nicholls
Good,18,16,15,42.25,16,5,G,143,04:08.6,248.64,101,105,78,Killian Moore,Jonjo ONeill
Good,18,7,16,44.75,2.5,5,G,162,04:09.1,249.14,26,121,92,Barry Geraghty,Jonjo ONeill
Good,18,3,17,56.75,12,6,G,160,04:11.5,251.54,15,124,128,Rachael Blackmore,John Joseph Hanlon
Good,18,1,18,76.75,20,6,G,166,04:15.5,255.54,8,125,67,Richard Johnson,Richard Spencer
Good,9,8,1,0,0,10,G,145,05:08.3,308.3,4.33,131,140,Jamie Bargary,Nigel Twiston-Davies
Good,9,7,2,1.5,1.5,10,G,148,05:08.6,308.6,5.5,131,138,Nico de Boinville,Nicky Henderson
Good,9,6,3,8.5,7,11,G,157,05:10.0,310,5,140,141,Davy Russell,Gordon Elliott
Good,9,10,4,24.5,16,10,G,140,05:13.2,313.2,15,123,115,Gavin Sheehan,Charlie Mann
Good,9,3,5,37.5,13,11,G,164,05:15.8,315.8,9,147,124,Richard Johnson,Philip Hobbs
Good,9,5,6,42.5,5,10,G,152,05:16.8,316.8,26,135,105,Matt Griffiths,Jeremy Scott
Good,9,9,7,49.5,7,11,G,145,05:18.2,318.2,10,128,94,Tom Scudamore,Neil Mulholland
Good,9,4,8,73.5,24,10,G,158,05:23.0,323,13,146,88,Charlie Deutsch,Venetia Williams
Good,9,2,PU,-,-,10,G,165,-,-,9,148,–,Barry Geraghty,Jonjo ONeill
Good To Soft,17,2,1,0,0,9,G,165,05:16.6,316.6,9,156,166,Aidan Coleman,Jonjo ONeill
Good To Soft,17,5,2,0.3,0.3,9,G,164,05:16.7,316.66,21,155,164,Richard Johnson,Philip Hobbs
Good To Soft,17,8,3,2.25,2,9,G,159,05:17.1,317.05,13,150,158,Paul Moloney,Evan Williams
Good To Soft,17,12,4,5.25,3,6,G,148,05:17.6,317.65,15,144,151,Charlie Deutsch,Venetia Williams
Good To Soft,17,10,5,6.75,1.5,5,G,155,05:17.9,317.95,13,146,150,Gavin Sheehan,Paul Nicholls
Good To Soft,17,18,6,14.75,8,9,G,143,05:19.6,319.55,34,134,130,Charlie Poste,Robin Dickin
Good To Soft,17,4,7,16.25,1.5,6,G,165,05:19.9,319.85,26,156,150,Nick Scholfield,Paul Nicholls
Good To Soft,17,16,8,19,2.75,6,G,148,05:20.4,320.4,8,139,131,Sean Bowen,Paul Nicholls
Good To Soft,17,13,9,28,9,8,G,151,05:22.2,322.2,21,142,128,Daryl Jacob,Colin Tizzard
Good To Soft,17,14,10,35,7,4,G,148,05:23.6,323.6,7,151,127,Harry Cobden,Paul Nicholls
Good To Soft,17,1,PU,-,-,10,G,166,-,-,34,157,–,Tom Scudamore,David Pipe
Good To Soft,17,19,PU,-,-,9,G,140,-,-,17,131,–,Paul Townend,Rebecca Curtis
Good To Soft,17,3,PU,-,-,8,G,165,-,-,26,156,–,Ian Popham,Alan King
Good To Soft,17,6,PU,-,-,8,G,163,-,-,4.5,154,–,Barry Geraghty,Jonjo ONeill
Good To Soft,17,7,PU,-,-,8,G,163,-,-,21,154,–,Tom OBrien,Colin Tizzard
Good To Soft,17,17,PU,-,-,7,G,144,-,-,17,138,–,Jonathan Moore,Rebecca Curtis
Good To Soft,17,11,PU,-,-,6,G,154,-,-,11,145,–,A P Heskin,Tom George
Good To Soft,17,3,1,0,0,7,G,153,07:24.6,444.6,21,148,154,Harry Cobden,Colin Tizzard
Good To Soft,17,17,2,1,1,7,G,140,07:24.8,444.8,15,132,137,Gavin Sheehan,Warren Greatrex
Good To Soft,17,2,3,1.25,0.2,6,G,163,07:24.9,444.89,6.5,155,160,Barry Geraghty,Jonjo ONeill
Good To Soft,17,13,4,5.75,4.5,7,G,145,07:25.8,445.75,13,137,140,Tom OBrien,Colin Tizzard
Good To Soft,17,12,5,7.5,1.75,8,G,145,07:26.1,446.1,12,137,139,Aidan Coleman,Jonjo ONeill
Good To Soft,17,15,6,7.75,0.3,11,G,144,07:26.2,446.15,15,136,134,Paul Moloney,Fergal OBrien
Good To Soft,17,8,7,8.25,0.5,9,G,148,07:26.3,446.25,7.5,140,139,Daryl Jacob,Emma Lavelle
Good To Soft,17,7,8,26.25,18,8,G,150,07:29.8,449.85,29,142,126,Conor Shoemark,Kim Bailey
Good To Soft,17,11,9,29.25,3,8,G,146,07:30.5,450.45,12,138,117,Tom Scudamore,David Pipe
Good To Soft,17,4,10,29.75,0.5,8,G,156,07:30.6,450.55,17,148,127,Nick Scholfield,Paul Nicholls
Good To Soft,17,1,11,38.75,9,8,G,166,07:32.4,452.35,9,158,134,Richard Johnson,Philip Hobbs
Good To Soft,17,10,12,44.75,6,13,G,147,07:33.6,453.55,26,139,110,Andrew Tinkler,Martin Keighley
Good To Soft,17,9,BD,-,-,11,G,147,-,-,17,139,–,Wayne Hutchinson,Alan King
Good To Soft,17,16,BD,-,-,7,G,139,-,-,8,134,–,Ryan Hatch,Nigel Twiston-Davies
Good To Soft,17,14,BD,-,-,7,G,141,-,-,17,136,–,Jonathan Moore,Rebecca Curtis
Good To Soft,17,6,PU,-,-,6,G,151,-,-,17,143,–,Noel Fehily,Jonjo ONeill
Good To Soft,17,5,UR,-,-,8,G,154,-,-,34,146,–,Nico de Boinville,Lucy Wadham
Soft,13,13,1,0,0,8,G,142,06:35.0,395,21,125,136,Paul Townend,Sophie Leech
Soft,13,16,2,7,7,9,G,137,06:36.4,396.4,9,123,128,Bridget Andrews,Dan Skelton
Soft,13,10,3,8,1,8,G,147,06:36.6,396.6,13,130,135,Paul Moloney,C Byrnes
Soft,13,8,4,13,5,6,G,152,06:37.6,397.6,5,135,134,Tom OBrien,Colin Tizzard
Soft,13,1,5,23,10,7,G,166,06:39.6,399.6,21,149,138,Nick Scholfield,Paul Nicholls
Soft,13,2,6,26.5,3.5,10,G,165,06:40.3,400.3,9,148,135,Richard Johnson,Philip Hobbs
Soft,13,5,7,29.75,3.25,6,G,155,06:41.0,400.95,5,138,122,Aidan Coleman,Richard Hobson
Soft,13,4,8,30,0.3,7,G,156,06:41.0,401,10,139,125,Gavin Sheehan,Warren Greatrex
Soft,13,9,9,43,13,5,G,147,06:43.6,403.6,9,130,101,Jake Greenall,Henry Daly
Soft,13,7,10,54,11,5,G,149,06:45.8,405.8,17,135,96,Jamie Bargary,Nigel Twiston-Davies
Soft,13,11,11,61,7,7,G,142,06:47.2,407.2,13,130,85,Rachael Blackmore,Miss Denise Marie OShea
Soft,13,14,PU,-,-,10,G,142,-,-,34,125,–,James Best,Philip Hobbs
Soft,13,15,PU,-,-,7,M,141,-,-,13,124,–,Tom Scudamore,Neil Mulholland
Good To Soft,9,5,1,0,0,3,G,152,04:06.7,246.7,2.25,–,132,Barry Geraghty,Philip Hobbs
Good To Soft,9,2,2,1.75,1.75,3,G,156,04:07.0,247.05,9,122,124,Lizzie Kelly,Nick Williams
Good To Soft,9,8,3,59.75,58,3,G,152,04:18.6,258.65,34,–,68,Aidan Coleman,Charlie Longsdon
Good To Soft,9,7,4,61.5,1.75,3,G,152,04:19.0,259,67,112,67,Paul Townend,Sophie Leech
Good To Soft,9,9,5,69.5,8,3,G,152,04:20.6,260.6,34,–,59,Ian Popham,Dai Burchell
Good To Soft,9,6,F,-,-,3,G,152,-,-,7,–,118,Wayne Hutchinson,Alan King
Good To Soft,9,4,PU,-,-,3,G,156,-,-,11,–,–,Noel Fehily,Richard Spencer
Good To Soft,9,3,PU,-,-,3,G,156,-,-,15,–,–,Joshua Moore,Gary Moore
Good To Soft,9,1,PU,-,-,3,G,159,-,-,4.5,–,–,Sean Bowen,Paul Nicholls
Good To Soft,4,2,1,0,0,8,G,159,06:33.5,393.5,1.14,–,164,Tom Scudamore,Colin Tizzard
Good To Soft,4,1,2,3.75,3.75,7,G,159,06:34.3,394.25,10,146,143,Barry Geraghty,Henry De Bromhead
Good To Soft,4,4,3,29.75,26,5,G,154,06:39.4,399.45,21,133,117,Ryan Hatch,Nigel Twiston-Davies
Good To Soft,4,3,PU,-,-,6,G,154,-,-,21,140,–,Alan Johns,Tim Vaughan
Soft,19,7,1,0,0,5,M,154,04:00.7,240.7,6,–,115,Graham Lee,Peter Atkinson
Soft,19,13,1,0,0,5,M,154,04:00.7,240.7,15,–,115,Wayne Hutchinson,Alan King
Soft,19,14,3,6,6,4,F,154,04:01.9,241.9,34,–,109,Nick Scholfield,Jamie Snowden
Soft,19,15,4,7,1,4,F,154,04:02.1,242.1,51,–,108,Conor Shoemark,Fergal OBrien
Soft,19,16,5,7.75,0.75,4,F,154,04:02.2,242.25,67,–,108,Harry Cobden,Nigel Hawke
Soft,19,1,6,8.25,0.5,5,M,154,04:02.4,242.35,4,–,107,Richard Johnson,Martin Keighley
Soft,19,12,7,9.5,1.25,5,M,154,04:02.6,242.6,11,–,106,Daryl Jacob,Anthony Honeyball
Soft,19,2,8,10.75,1.25,4,F,154,04:02.9,242.85,12,–,105,Tom OBrien,Hughie Morrison
Soft,19,17,9,13,2.25,4,F,154,04:03.3,243.3,17,–,102,Tom Cannon,Alan King
Soft,19,3,10,20,7,4,F,154,04:04.7,244.7,26,–,95,Jonathan Moore,Rebecca Curtis
Soft,19,6,11,22.5,2.5,4,F,154,04:05.2,245.2,15,–,93,Leighton Aspell,Oliver Sherwood
Soft,19,10,12,23.5,1,6,M,154,04:05.4,245.4,13,–,92,A P Heskin,Tom George
Soft,19,20,13,24.75,1.25,4,F,154,04:05.7,245.65,21,–,91,Ross Chapman,Iain Jardine
Soft,19,5,14,25.25,0.5,5,M,154,04:05.7,245.75,15,–,90,Barry Geraghty,Ben Pauling
Soft,19,18,15,31.25,6,5,M,154,04:06.9,246.95,7,–,84,Noel Fehily,Harry Fry
Soft,19,11,16,49.25,18,4,F,154,04:10.6,250.55,67,–,66,Jack Quinlan,Giles Bravery
Soft,19,19,17,79.25,30,5,M,154,04:16.5,256.55,67,–,36,Philip Donovan,Fergal OBrien
Soft,19,8,18,83.25,4,4,F,154,04:17.4,257.35,67,–,32,Gavin Sheehan,Ali Stronge
Soft,19,4,19,89.25,6,4,F,154,04:18.5,258.55,41,–,26,Aidan Coleman,Jonjo ONeill
Soft,16,8,1,0,0,6,G,156,05:14.0,314,13,130,137,Sean Bowen,Suzy Smith
Soft,16,9,2,3.5,3.5,6,G,156,05:14.7,314.7,26,130,133,Tom OBrien,Colin Tizzard
Soft,16,16,3,4.25,0.75,7,G,145,05:14.8,314.85,34,122,124,Harry Cobden,Richard Woollacott
Soft,16,19,4,5.75,1.5,6,G,142,05:15.1,315.15,7,116,118,Tom Scudamore,Ian Williams
Soft,16,5,5,12.75,7,5,G,161,05:16.5,316.55,8,135,129,Barry Geraghty,Philip Hobbs
Soft,16,3,6,13.75,1,5,G,158,05:16.7,316.75,15,135,129,Ryan Hatch,Nigel Twiston-Davies
Soft,16,12,7,21.75,8,6,G,153,05:18.3,318.35,15,127,115,Noel Fehily,Harry Fry
Soft,16,18,8,31.75,10,6,G,143,05:20.3,320.35,7.5,120,100,Bridget Andrews,Dan Skelton
Soft,16,14,9,49.75,18,8,G,148,05:23.9,323.95,34,125,86,Thomas Garner,William Kinsey
Soft,16,15,10,56.75,7,6,G,149,05:25.4,325.35,9,123,78,Daryl Jacob,Emma Lavelle
Soft,16,7,11,63.75,7,6,G,157,05:26.7,326.75,7,131,79,Aidan Coleman,Charlie Longsdon
Soft,16,11,BD,-,-,7,G,155,-,-,26,129,–,Gavin Sheehan,Philip Kirby
Soft,16,13,F,-,-,5,G,152,-,-,12,126,–,Tom Cannon,Alan King
Soft,16,6,PU,-,-,4,G,156,-,-,21,133,–,Shane Shortall,Iain Jardine
Soft,16,17,PU,-,-,6,G,146,-,-,34,120,–,Paul Townend,Tom Symonds
Soft,16,1,UR,-,-,4,G,166,-,-,9,140,–,Wayne Hutchinson,Alan King
Soft,16,6,1,0,0,5,G,154,03:56.1,236.1,7,141,150,Harry Skelton,Dan Skelton
Soft,16,7,2,0.5,0.5,6,G,150,03:56.2,236.2,6,140,149,Harry Cobden,Paul Nicholls
Soft,16,15,3,1.75,1.25,6,G,138,03:56.4,236.45,17,130,138,Kevin Jones,Seamus Mullins
Soft,16,12,4,2.25,0.5,8,G,150,03:56.5,236.55,15,137,145,David Bass,Ben Pauling
Soft,16,2,5,10.25,8,5,G,158,03:58.2,238.15,9,145,144,Richard Johnson,Philip Hobbs
Soft,16,10,6,18.25,8,5,G,147,03:59.8,239.75,21,137,128,Conor Ring,Evan Williams
Soft,16,8,7,19.75,1.5,4,G,146,04:00.1,240.05,10,140,131,Mr Alex Ferguson,Ben Pauling
Soft,16,3,8,20,0.3,5,G,158,04:00.1,240.1,13,145,136,Paul Moloney,Nicky Henderson
Soft,16,14,9,30,10,6,G,145,04:02.1,242.1,34,135,116,Maurice Linehan,Ben Pauling
Soft,16,17,10,34.5,4.5,6,G,140,04:03.0,243,17,127,101,D G Hogan,Denis Gerard Hogan
Soft,16,5,11,41.5,7,5,G,155,04:04.4,244.4,4,142,109,Barry Geraghty,Alan King
Soft,16,1,12,67.5,26,5,G,166,04:09.6,249.6,26,153,94,Andrew Tinkler,Nicky Henderson
Soft,16,11,F,-,-,4,G,150,-,-,21,137,131,Joshua Moore,Stuart Edmunds
Soft,16,9,PU,-,-,8,G,151,-,-,34,138,–,Noel Fehily,Neil Mulholland
Soft,16,16,PU,-,-,8,G,139,-,-,67,129,–,Ryan Hatch,Nigel Twiston-Davies
Soft,16,13,PU,-,-,6,G,148,-,-,15,135,–,Aidan Coleman,Jonjo ONeill
Soft,8,3,1,0,0,6,G,158,04:01.1,241.1,3.5,161,173,Aidan Coleman,Colin Tizzard
Soft,8,4,2,9,9,9,G,158,04:02.9,242.9,17,158,164,Brian Harding,Nicky Richards
Soft,8,8,3,18,9,9,G,154,04:04.7,244.7,3,168,151,Noel Fehily,Henry De Bromhead
Soft,8,6,4,21.75,3.75,9,G,154,04:05.4,245.45,21,154,147,A P Heskin,Tom George
Soft,8,1,5,24.75,3,8,G,164,04:06.0,246.05,9,160,154,Richard Johnson,Kerry Lee
Soft,8,5,6,34.75,10,9,G,154,04:08.0,248.05,51,149,133,Brian Hughes,Micky Hammond
Soft,8,2,7,53.75,19,10,G,160,04:11.8,251.85,34,151,120,Harry Skelton,Dan Skelton
Soft,8,7,F,-,-,10,G,154,-,-,4,160,–,Barry Geraghty,Nicky Henderson
Soft,5,5,1,0,0,5,G,156,04:02.4,242.4,1.73,146,152,Barry Geraghty,Paul Nicholls
Soft,5,4,2,4,4,8,G,156,04:03.2,243.2,13,–,145,Paul Moloney,Nicky Henderson
Soft,5,1,3,14,10,6,G,162,04:05.2,245.2,6.5,145,144,Richard Johnson,Henry De Bromhead
Soft,5,3,F,-,-,8,G,160,-,-,5.5,145,153,David Mullins,Henry De Bromhead
Soft,5,6,F,-,-,6,G,156,-,-,9,136,–,Aidan Coleman,Colin Tizzard
Soft,6,4,1,0,0,7,G,158,04:06.6,246.6,3.25,–,140,Tom Scudamore,David Pipe
Soft,6,3,2,2.25,2.25,6,G,158,04:07.0,247.05,15,136,138,Brian Harding,Keith Dalgleish
Soft,6,6,3,2.75,0.5,5,G,154,04:07.1,247.15,2.25,–,134,Ryan Hatch,Nigel Twiston-Davies
Soft,6,2,4,3.25,0.5,4,G,158,04:07.3,247.25,6,134,138,Wayne Hutchinson,Alan King
Soft,6,5,5,3.75,0.5,5,G,158,04:07.3,247.35,9,–,139,Barry Geraghty,Paul Nicholls
Soft,6,7,6,24.75,21,5,G,154,04:11.6,251.55,34,–,112,Aidan Coleman,Eve Johnson Houghton
Soft,11,12,1,0,0,5,G,154,03:57.6,237.6,6.5,–,120,Paddy Brennan,Fergal OBrien
Soft,11,4,2,1,1,4,G,154,03:57.8,237.8,8,–,119,David Bass,Ben Pauling
