going,ran,num,pos,ovr_btn,btn,age,sex,lbs,time,secs,dec,or,rpr,jockey,trainer
Good,16,9,1,0,0,4,G,160,04:01.8,241.8,1.67,0,119,A P McCoy,M C Pipe
Good,16,10,2,5,5,6,G,155,04:02.8,242.8,26,0,107,O Burrows,J T Gifford
Good,16,13,3,5.75,0.75,5,G,160,04:03.0,242.95,7.5,0,108,Philip Hide,J T Gifford
Good,16,11,4,9.75,4,5,G,160,04:03.7,243.75,7,0,102,Richard Johnson,D Nicholson
Good,16,1,5,13.75,4,4,G,160,04:04.6,244.55,26,0,98,R Farrant,Henry Daly
Good,16,16,6,16.75,3,7,M,152,04:05.2,245.15,41,0,90,Gerry Supple,Stuart Howe
Good,16,8,7,22.75,6,5,G,160,04:06.3,246.35,34,0,89,B Powell Snr,Bob Buckler
Good,16,14,8,23.75,1,6,G,160,04:06.5,246.55,26,0,88,Warren Marston,D Nicholson
Good,16,3,9,46.75,23,6,G,160,04:11.1,251.15,101,0,65,Robert Thornton,Alan Juckes
Good,16,7,10,51.75,5,5,G,160,04:12.1,252.15,13,105,60,Jim Culloty,Robin Dickin
Good,16,4,11,52.5,0.75,6,G,155,04:12.3,252.3,201,0,59,Jodie Mogford,O ONeill
Good,16,5,12,59.5,7,6,G,160,04:13.7,253.7,11,0,52,Russ Garritty,Paul Webber
Good,16,2,13,88.5,29,6,G,160,04:19.5,259.5,41,0,23,S Wynne,Henry Daly
Good,16,12,0,-,-,6,G,160,-,-,34,0,0,Adrian Maguire,F Jordan
Good,16,6,0,-,-,4,G,153,-,-,51,0,0,Mr D Painter,Tony Carroll
Good,16,15,0,-,-,5,M,148,-,-,67,0,0,Mr M Scales,F Jordan
Good,12,1,1,0,0,6,G,167,05:08.5,308.5,3.25,105,122,Philip Hide,J T Gifford
Good,12,3,2,1,1,7,G,162,05:08.7,308.7,10,100,116,Andrew Thornton,Richard Phillips
Good,12,10,3,20,19,6,G,140,05:12.5,312.5,21,78,75,Adrian Maguire,Mrs D Thomson
Good,12,9,4,30,10,12,G,140,05:14.5,314.5,67,78,65,Warren Marston,M J M Evans
Good,12,7,5,30.5,0.5,7,G,145,05:14.6,314.6,7,83,70,Joe Tizzard,Julian Smith
Good,12,11,6,51.5,21,10,G,140,05:18.8,318.8,51,78,44,R Bellamy,J C Tuck
Good,12,6,7,81.5,30,7,G,155,05:24.8,324.8,21,93,0,Timmy Murphy,Simon Sherwood
Good,12,8,8,95.5,14,8,G,144,05:27.6,327.6,51,82,0,M Sharratt,Ann Stokell
Good,12,12,9,99.5,4,11,G,140,05:28.4,328.4,101,78,0,Miss A Dudley,C J Hemsley
Good,12,4,F,-,-,7,G,157,-,-,6,95,100,D Salter,Rod Millman
Good,12,2,PU,-,-,8,G,162,-,-,8,100,0,Mick Fitzgerald,Nicky Henderson
Good,12,5,UR,-,-,6,M,156,-,-,7.5,94,0,B Powell Snr,Bob Buckler
Good,9,1,1,0,0,7,G,164,05:04.8,304.8,8,139,144,A P McCoy,M C Pipe
Good,9,3,2,1.25,1.25,9,G,160,05:05.0,305.05,13,135,139,Carl Llewellyn,Nigel Twiston-Davies
Good,9,10,3,1.75,0.5,7,G,140,05:05.1,305.15,5.5,115,120,R Supple,John Upson
Good,9,4,4,3,1.25,7,G,159,05:05.4,305.4,6,134,137,L Cummins,J S King
Good,9,8,5,8,5,6,G,142,05:06.4,306.4,7.5,117,116,Timmy Murphy,Mark Pitman
Good,9,9,6,20,12,4,G,141,05:08.8,308.8,17,116,101,C Maude,Nigel Twiston-Davies
Good,9,7,7,21,1,7,M,142,05:09.0,309,3.5,122,113,Henry Oliver,J C Tuck
Good,9,6,8,50,29,4,G,148,05:14.8,314.8,13,123,78,Richie McGrath,Jonjo ONeill
Good,9,5,9,80,30,6,M,158,05:20.8,320.8,9,133,58,Andrew Thornton,R H Alner
Good,7,1,1,0,0,3,G,157,04:02.1,242.1,1.67,–,123,A P McCoy,M C Pipe
Good,7,2,2,1.5,1.5,3,G,157,04:02.4,242.4,2.88,–,117,Carl Llewellyn,Nigel Twiston-Davies
Good,7,4,3,3.5,2,3,G,145,04:02.8,242.8,9,–,109,J Power,Bill Turner
Good,7,6,4,6.5,3,3,G,152,04:03.4,243.4,21,–,106,T Jenks,Nigel Twiston-Davies
Good,7,3,5,36.5,30,3,G,152,04:09.4,249.4,101,–,69,Warren Marston,Tony Carroll
Good,7,7,6,39,2.5,3,F,147,04:09.9,249.9,101,–,61,Vince Slattery,R J Baker
Good,7,5,7,53,14,3,G,152,04:12.7,252.7,101,–,52,E Husband,Peter Hiatt
Good,6,2,1,0,0,8,G,163,06:23.6,383.6,3.25,103,113,Mr L Jefford,Philip Hobbs
Good,6,1,2,0.3,0.3,10,M,175,06:23.7,383.66,3,112,122,Mr A Farrant,M C Pipe
Good,6,3,3,13.25,13,7,G,159,06:26.3,386.25,7.5,103,100,Mark Nicolls,Peter Bowen
Good,6,5,F,-,-,10,G,141,-,-,17,85,–,Mr D Old Cook,Ms A E Embiricos
Good,6,6,PU,-,-,8,G,143,-,-,51,85,–,C R Weaver,Bernard Scriven
Good,6,4,UR,-,-,8,G,157,-,-,4.5,101,–,Mr T Stephenson,Andy Hobbs
Good,9,6,1,0,0,8,G,153,06:21.3,381.3,3,–,141,Joe Tizzard,Paul Nicholls
Good,9,1,2,6,6,5,G,168,06:22.5,382.5,3.75,128,148,Carl Llewellyn,Nigel Twiston-Davies
Good,9,8,3,36,30,6,G,153,06:28.5,388.5,6,107,99,Richie McGrath,Jonjo ONeill
Good,9,4,4,38.5,2.5,9,G,153,06:29.0,389,17,–,97,B Powell Snr,Bob Buckler
Good,9,9,5,39.25,0.75,6,M,148,06:29.2,389.15,34,–,91,P Holley,Nerys Dutfield
Good,9,3,6,40.5,1.25,5,G,158,06:29.4,389.4,21,97,100,Mickey Brennan,John OShea
Good,9,7,PU,-,-,7,G,153,-,-,51,–,–,D Walsh,Roger Curtis
Good,9,2,PU,-,-,5,G,158,-,-,5.5,97,–,Timmy Murphy,Jim Old
Good,9,5,PU,-,-,6,G,148,-,-,21,–,–,Jodie Mogford,Ralph J Smith
Good,9,1,1,0,0,4,G,159,05:09.2,309.2,5.5,–,138,Seamus Durack,Ian Williams
Good,9,3,2,8,8,5,G,150,05:10.8,310.8,7,–,121,Mr R Widger,Philip Hobbs
Good,9,2,3,22,14,6,G,159,05:13.6,313.6,3.25,111,115,A P McCoy,M C Pipe
Good,9,7,4,31,9,7,G,153,05:15.4,315.4,67,85,97,Robert Thornton,Miss C Johnsey
Good,9,9,5,37,6,5,M,148,05:16.6,316.6,3.5,–,85,Carl Llewellyn,Nigel Twiston-Davies
Good,9,4,6,37.25,0.3,6,G,153,05:16.6,316.65,9,–,92,Barry Fenton,Richard Rowe
Good,9,5,7,65.25,28,6,G,153,05:22.3,322.25,34,–,62,Richard Johnson,Henry Daly
Good,9,6,8,95.25,30,6,G,153,05:28.3,328.25,17,–,–,Norman Williamson,Miss S Edwards
Good,9,8,PU,-,-,7,G,153,-,-,67,–,–,B Powell Snr,M P Muggeridge
Good,6,3,1,0,0,7,G,154,04:06.4,246.4,51,72,102,Sean Fox,H M Kavanagh
Good,6,5,2,12,12,8,G,154,04:08.8,248.8,17,–,87,R Wakley,Tom George
Good,6,2,3,14,2,7,G,160,04:09.2,249.2,3,–,91,Seamus Durack,Ian Williams
Good,6,6,4,44,30,10,G,151,04:15.2,255.2,201,60,–,Guy Lewis,Ray Williams
Good,6,1,F,-,-,7,G,160,-,-,1.62,120,–,Joe Tizzard,Paul Nicholls
Good,6,7,UR,-,-,5,G,154,-,-,15,–,–,Philip Hide,J T Gifford
Good,11,5,1,0,0,4,G,160,03:57.3,237.3,6.5,105,122,D Gallagher,Lady Herries
Good,11,4,2,0.75,0.75,4,G,163,03:57.4,237.45,8,108,122,A P McCoy,Christopher Kellett
Good,11,10,3,7.75,7,5,G,139,03:58.8,238.85,7,87,94,Jamie Goldstein,Nigel Twiston-Davies
Good,11,7,4,8,0.2,5,G,156,03:58.9,238.94,11,101,109,Richard Johnson,Philip Hobbs
Good,11,2,5,16,8,6,G,165,04:00.5,240.5,7,110,109,B Powell Snr,J R Adam
Good,11,1,6,22,6,6,G,168,04:01.7,241.7,13,113,106,Joe Tizzard,Ben De Haan
Good,11,3,7,22.75,0.75,5,G,164,04:01.8,241.85,9,109,109,Norman Williamson,John Best
Good,11,9,8,29.75,7,5,G,148,04:03.2,243.25,7,93,78,Carl Llewellyn,Nigel Twiston-Davies
Good,11,8,9,36.75,7,8,M,149,04:04.6,244.65,11,94,76,Barry Fenton,Tony Carroll
Good,11,11,F,-,-,6,G,135,-,-,34,85,–,Henry Oliver,Richard Price
Good,11,6,PU,-,-,6,G,158,-,-,15,103,–,Warren Marston,D J Wintle
Good,8,1,1,0,0,5,G,164,03:59.2,239.2,7.5,121,131,N Horrocks,Pat Murphy
Good,8,3,2,10,10,4,G,158,04:01.2,241.2,4.5,115,114,Jamie Goldstein,Nigel Twiston-Davies
Good,8,4,3,15,5,6,G,158,04:02.2,242.2,3.75,115,108,Mr R Widger,Philip Hobbs
Good,8,5,4,24,9,6,G,152,04:04.0,244,4.33,109,98,Gerry Supple,M C Pipe
Good,8,6,5,37,13,8,G,149,04:06.6,246.6,17,106,77,Richie McGrath,O ONeill
Good,8,2,6,41,4,10,G,161,04:07.4,247.4,13,118,85,R Forristal,Jim Wilson
Good,8,8,7,48,7,7,G,137,04:08.8,248.8,21,99,59,Mr M Scales,F Jordan
Good,8,7,PU,-,-,6,G,144,-,-,13,101,–,Jodie Mogford,M Tate
Good,7,1,1,0,0,8,G,166,06:24.5,384.5,3.25,–,150,Richard Johnson,D Nicholson
Good,7,2,2,3.5,3.5,8,G,160,06:25.2,385.2,4.33,–,131,Andrew Thornton,R H Alner
Good,7,7,3,33.5,30,7,G,154,06:31.2,391.2,3.5,–,104,Seamus Durack,Ian Williams
Good,7,5,4,42.5,9,10,G,154,06:33.0,393,51,80,77,S Burrough,F G Tucker
Good,7,8,5,67.5,25,5,G,147,06:38.0,398,21,–,50,Jodie Mogford,Ralph J Smith
Good,7,3,6,70,2.5,7,M,155,06:38.5,398.5,6.5,–,66,Carl Llewellyn,Nigel Twiston-Davies
Good,7,6,F,-,-,7,G,154,-,-,17,–,–,R Farrant,Henry Daly
Good,7,3,1,0,0,9,G,163,05:05.1,305.1,5,130,145,Norman Williamson,Venetia Williams
Good,7,4,2,1.5,1.5,7,G,160,05:05.4,305.4,4.5,127,138,R Supple,James Turner
Good,7,6,3,2.25,0.75,7,G,153,05:05.6,305.55,7,120,130,Mick Fitzgerald,Philip Hobbs
Good,7,5,4,20.25,18,8,G,153,05:09.1,309.15,15,120,118,Barry Fenton,Richard Rowe
Good,7,8,5,31.25,11,8,G,144,05:11.3,311.35,13,111,97,Richard Johnson,D Nicholson
Good,7,1,6,49.25,18,8,G,168,05:15.0,314.95,5.5,135,98,Carl Llewellyn,Nigel Twiston-Davies
Good,7,2,F,-,-,8,G,163,-,-,4.5,130,–,A P McCoy,Philip Hobbs
Good,20,10,1,0,0,5,G,154,03:53.6,233.6,6.5,–,114,Mick Fitzgerald,Nicky Henderson
Good,20,2,2,1.75,1.75,4,G,158,03:54.0,233.95,8,–,116,N Horrocks,Micky Hammond
Good,20,1,3,5.75,4,4,G,161,03:54.8,234.75,5.5,–,113,Carl Llewellyn,Nigel Twiston-Davies
Good,20,16,4,9.75,4,4,G,154,03:55.6,235.55,41,–,101,Andrew Thornton,Mark Bradstock
Good,20,7,5,10.75,1,4,G,154,03:55.7,235.75,6,–,100,Timmy Murphy,Mark Pitman
Good,20,3,6,11,0.3,5,G,154,03:55.8,235.8,17,–,100,B Powell Snr,Bob Buckler
Good,20,17,7,13,2,4,G,147,03:56.2,236.2,51,–,98,N Willmington,Nerys Dutfield
Good,20,13,8,14,1,4,G,154,03:56.4,236.4,8,–,97,Seamus Durack,Ian Williams
Good,20,9,9,15.75,1.75,6,G,154,03:56.7,236.75,17,–,95,Norman Williamson,Miss S Edwards
Good,20,8,10,17,1.25,5,G,154,03:57.0,237,26,–,94,Robert Thornton,Miss C Johnsey
Good,20,15,11,18.75,1.75,4,G,151,03:57.3,237.35,9,–,92,Mr R Widger,Philip Hobbs
Good,20,14,12,19.5,0.75,4,G,154,03:57.5,237.5,34,–,91,Warren Marston,J C Tuck
Good,20,6,13,25.5,6,5,G,154,03:58.7,238.7,8,–,85,Richard Johnson,Nigel Twiston-Davies
Good,20,21,14,26,0.5,4,F,149,03:58.8,238.8,101,–,80,Sophie Mitchell,Countess Goess-Saurau
Good,20,4,15,48,22,4,G,154,04:03.2,243.2,15,–,63,S Wynne,Henry Daly
Good,20,18,16,63,15,5,M,146,04:06.2,246.2,51,–,43,Jamie Goldstein,J Joseph
Good,20,5,17,74,11,4,G,154,04:08.4,248.4,21,–,37,Mickey Brennan,Pat Murphy
Good,20,19,18,76,2,5,M,142,04:08.8,248.8,67,–,30,Mr S Morris,Lady Anne Connell
Good,20,12,19,106,30,5,G,151,04:14.8,254.8,67,–,–,Guy Lewis,Clive Bennett
Good,20,20,PU,-,-,4,F,149,-,-,101,–,–,E Husband,Peter Hiatt
Good,5,2,1,0,0,8,G,154,06:23.0,383,2.25,126,140,Tom Scudamore,Henry Daly
Good,5,4,2,0.5,0.5,8,G,139,06:23.1,383.1,3.75,113,124,Mr Jeremy Young,Paul Nicholls
Good,5,5,3,30.5,30,8,G,136,06:29.1,389.1,10,110,66,Mark Nicolls,D Nicholson
Good,5,1,4,33,2.5,9,G,159,06:29.6,389.6,10,133,84,Mr K Rixon,M C Pipe
Good,5,3,UR,-,-,8,M,148,-,-,6,118,–,Mr K R ORyan,Tom George
Good,11,5,1,0,0,5,G,153,04:02.6,242.6,5,103,115,Neil Mulholland,G T Lynch
Good,11,1,2,1,1,4,F,167,04:02.8,242.8,5,112,123,A P McCoy,M C Pipe
Good,11,2,3,2.5,1.5,5,M,161,04:03.1,243.1,11,106,116,P G Hourigan,Michael Hourigan
Good,11,3,4,4.5,2,4,G,161,04:03.5,243.5,7.5,106,114,Warren Marston,Pam Sly
Good,11,7,5,5.75,1.25,4,F,157,04:03.7,243.75,17,102,108,W Slattery,M J Tynan
Good,11,6,6,7.25,1.5,4,G,157,04:04.1,244.05,17,102,107,W Worthington,Michael Chapman
Good,11,8,7,8.5,1.25,6,G,150,04:04.3,244.3,13,95,99,Richard Johnson,Milton Bradley
Good,11,10,8,11,2.5,8,G,140,04:04.8,244.8,34,85,86,Barry Fenton,P Hayward
Good,11,11,9,17,6,5,G,140,04:06.0,246,13,85,85,Adrian Maguire,A J Martin
Good,11,4,10,47,30,4,G,151,04:12.0,252,26,103,68,M OConnor,Luke Comer
Good,11,9,F,-,-,5,G,144,-,-,5,89,101,Paul Carberry,A J Martin
Good,5,3,1,0,0,7,M,149,03:58.7,238.7,5,118,138,Jimmy McCarthy,Charlie Morlock
Good,5,4,2,1.25,1.25,6,G,148,03:59.0,238.95,5,117,136,T Jenks,Nigel Twiston-Davies
Good,5,5,3,15.25,14,9,G,140,04:01.8,241.75,10,109,118,Norman Williamson,Paul Dalton
Good,5,1,4,45.25,30,11,G,164,04:07.7,247.75,8,133,–,Richard Johnson,Jim Old
Good,5,2,RR,-,-,7,G,164,-,-,2.2,133,–,A P McCoy,Paul Nicholls
Good,10,3,1,0,0,10,G,162,08:42.2,522.2,2.75,–,132,Paul Carberry,A J Martin
Good,10,4,2,1,1,10,G,162,08:42.4,522.4,9,129,131,Joe Tizzard,Paul Nicholls
Good,10,1,3,1.5,0.5,8,G,165,08:42.5,522.5,6,–,133,Ken Whelan,E Bolger
Good,10,10,4,2.25,0.75,6,G,147,08:42.7,522.65,13,–,116,Norman Williamson,Kim Bailey
Good,10,5,5,20.25,18,13,G,162,08:46.3,526.25,3.25,130,121,Tony Dobbin,Nicky Richards
Good,10,9,6,35.25,15,8,H,150,08:49.3,529.25,21,–,84,Pavel Slozil,Pavel Slozil
Good,10,6,7,45.25,10,11,G,156,08:51.3,531.25,34,109,80,Jim Crowley,Sue Smith
Good,10,7,8,66.25,21,6,G,156,08:55.4,535.45,34,115,59,Robert Thornton,P Eccles
Good,10,8,F,-,-,9,G,150,-,-,34,–,–,V Luka,Josef Vana
Good,10,2,F,-,-,8,G,162,-,-,21,–,–,Josef Vana,Josef Vana
Good,7,6,1,0,0,8,G,154,06:29.0,389,15,–,132,Joe Tizzard,Colin Tizzard
Good,7,1,2,4,4,7,G,159,06:29.8,389.8,3.25,–,134,Adrian Maguire,Ferdy Murphy
Good,7,7,3,28,24,7,G,154,06:34.6,394.6,21,–,106,Sophie Mitchell,Colin Mitchell
Good,7,2,4,36,8,6,G,159,06:36.2,396.2,6.5,–,101,S Wynne,Alan Bailey
Good,7,4,5,66,30,10,G,154,06:42.2,402.2,51,80,–,S Burrough,F G Tucker
Good,7,3,F,-,-,7,M,157,-,-,2,130,–,Graham Bradley,Don Cantillon
Good,7,5,UR,-,-,6,G,154,-,-,26,–,–,Ken Whelan,Ronald OLeary
Good,11,9,1,0,0,7,G,143,05:18.6,318.6,5,90,107,Jason Maguire,A J Martin
Good,11,10,2,5,5,4,F,142,05:19.6,319.6,4.33,89,101,L Cummins,A J Martin
Good,11,1,3,12,7,4,G,164,05:21.0,321,4.33,111,118,Noel Fehily,T J OMara
Good,11,6,4,17,5,5,M,151,05:22.0,322,11,98,98,C McCormack,W McKeown
Good,11,2,5,18,1,7,G,161,05:22.2,322.2,15,108,107,Mr R Widger,Andy Hobbs
Good,11,5,6,18.25,0.3,7,G,153,05:22.3,322.25,15,100,99,Jodie Mogford,Michael Hourigan
Good,11,11,7,18.5,0.1,6,G,141,05:22.3,322.32,11,88,95,L Cooper,Francis Berry
Good,11,4,8,19.75,1.25,7,G,156,05:22.6,322.55,7.5,103,101,Sam Stronge,John Ryall
Good,11,7,F,-,-,6,G,146,-,-,21,93,–,Barry Keniry,J A Gilbert
Good,11,8,F,-,-,6,G,145,-,-,21,92,–,X Aizpuru,Robin Dickin
Good,11,3,PU,-,-,10,G,158,-,-,17,105,–,Gerry Supple,Niall Madden
Good,14,7,1,0,0,9,G,140,05:04.1,304.1,10,139,148,Norman Williamson,Venetia Williams
Good,14,6,2,0.3,0.3,9,G,142,05:04.2,304.16,12,141,150,Andrew Thornton,Philip Hobbs
Good,14,10,3,10.25,10,8,G,140,05:06.2,306.15,34,139,138,Jim Culloty,Henrietta Knight
Good,14,5,4,11,0.75,8,G,142,05:06.3,306.3,12,141,139,Barry Fenton,M C Pipe
Good,14,12,5,17,6,10,G,140,05:07.5,307.5,15,139,131,Richard Johnson,D Nicholson
Good,14,9,6,21,4,8,G,140,05:08.3,308.3,10,139,129,T Jenks,Tom George
Good,14,13,7,26,5,7,G,137,05:09.3,309.3,34,139,122,Jim Crowley,Howard Johnson
Good,14,2,8,35,9,5,G,156,05:11.1,311.1,5.5,155,134,A P McCoy,M C Pipe
Good,14,14,9,57,22,6,G,137,05:15.5,315.5,67,139,91,Ollie McPhail,P A Fahy
Good,14,3,10,69,12,11,G,151,05:17.9,317.9,34,150,100,Adrian Maguire,Ferdy Murphy
Good,14,8,F,-,-,9,G,140,-,-,11,139,–,D Walsh,Nigel Twiston-Davies
Good,14,4,F,-,-,5,G,148,-,-,12,147,122,D J Casey,M C Pipe
Good,14,1,PU,-,-,9,G,164,-,-,4,163,–,Mick Fitzgerald,Paul Nicholls
Good,14,11,PU,-,-,7,G,140,-,-,17,139,–,J R Kavanagh,James Turner
Good,5,1,1,0,0,3,G,160,04:03.8,243.8,4,–,129,Norman Williamson,C Roche
Good,5,3,2,2,2,3,G,156,04:04.2,244.2,2.25,–,123,Lorcan Wyer,Tim Easterby
Good,5,4,3,4.5,2.5,3,F,151,04:04.7,244.7,17,–,116,P G Hourigan,Michael Hourigan
Good,5,2,4,13.5,9,3,G,156,04:06.5,246.5,3.25,–,114,Jamie Goldstein,Nigel Twiston-Davies
Good,5,5,5,43.5,30,3,F,147,04:12.5,252.5,101,–,68,J R Kavanagh,Michael Hourigan
Good,5,4,1,0,0,7,G,153,05:13.7,313.7,3.75,–,130,A P McCoy,M C Pipe
Good,5,3,2,15,15,6,G,153,05:16.7,316.7,2.75,125,118,Mick Fitzgerald,Paul Nicholls
Good,5,5,3,26,11,8,G,153,05:18.9,318.9,10,–,105,Philip Hide,J T Gifford
Good,5,2,F,-,-,6,G,158,-,-,5,–,135,Jamie Goldstein,Nigel Twiston-Davies
Good,5,1,PU,-,-,7,G,158,-,-,6.5,–,–,Richard Johnson,Philip Hobbs
Good,7,7,1,0,0,5,G,152,04:02.4,242.4,4,–,127,Mick Fitzgerald,Paul Nicholls
Good,7,1,2,1.5,1.5,4,G,152,04:02.7,242.7,3,–,123,Richard Johnson,Philip Hobbs
Good,7,2,3,9.5,8,5,G,152,04:04.3,244.3,11,–,115,P G Hourigan,Michael Hourigan
Good,7,6,4,13.5,4,5,G,152,04:05.1,245.1,34,–,112,Adrian Maguire,Mrs A J Bowlby
Good,7,4,5,20.5,7,5,G,152,04:06.5,246.5,4.5,118,104,Andrew Thornton,Milton Bradley
Good,7,5,6,50.5,30,7,G,152,04:12.5,252.5,26,–,–,Norman Williamson,David Bridgwater
Good,7,3,7,72.5,22,5,G,152,04:16.9,256.9,9,–,–,A P McCoy,William Muir
Good,5,2,1,0,0,10,G,164,07:16.0,436,2.25,143,153,A P McCoy,M C Pipe
Good,5,4,2,3,3,10,G,151,07:16.6,436.6,5,130,133,D J Casey,Oliver Sherwood
Good,5,1,3,4.75,1.75,9,G,164,07:16.9,436.95,5.5,143,142,Richard Johnson,D Nicholson
Good,5,3,4,7.75,3,9,G,160,07:17.6,437.55,5,139,135,Barry Fenton,G B Balding
Good,5,6,PU,-,-,8,G,135,-,-,34,121,–,David OMeara,Andy Hobbs
Good,6,6,1,0,0,9,G,137,06:30.9,390.9,10,129,124,Jamie Goldstein,A Streeter
Good,6,4,2,0.1,0.1,5,M,140,06:30.9,390.92,2.75,129,124,Adrian Maguire,Paul Nicholls
Good,6,5,3,15,15,9,G,140,06:33.9,393.9,6,129,115,Richard Johnson,M C Pipe
Good,6,1,4,45,30,10,G,164,06:39.9,399.9,5.5,153,–,A P McCoy,M C Pipe
Good,6,7,F,-,-,8,G,140,-,-,34,129,–,W Slattery,T J OMara
Good,6,3,REF,-,-,9,G,148,-,-,4,137,132,C Maude,Nigel Twiston-Davies
Good,13,12,1,0,0,5,G,140,03:57.3,237.3,3.75,131,144,A P McCoy,M C Pipe
Good,13,3,2,0.75,0.75,6,M,151,03:57.4,237.45,3.75,142,151,D J Casey,A J Martin
Good,13,5,3,5.75,5,9,G,147,03:58.4,238.45,11,138,142,D Gallagher,Mark Johnston
Good,13,1,4,6.25,0.5,5,G,164,03:58.5,238.55,7.5,155,159,Richard Johnson,Jim Old
Good,13,13,5,6.75,0.5,5,G,135,03:58.7,238.65,17,131,134,Noel Fehily,Charlie Mann
Good,13,6,6,9.25,2.5,7,G,145,03:59.2,239.15,34,136,137,Andrew Thornton,Mick Channon
Good,13,11,7,10.75,1.5,4,G,135,03:59.4,239.45,34,131,130,Jodie Mogford,Ferdy Murphy
Good,13,10,8,12.75,2,6,G,135,03:59.8,239.85,17,131,128,K A Kelly,A L T Moore
Good,13,8,9,17.75,5,4,G,140,04:00.9,240.85,21,131,123,J R Kavanagh,Nicky Henderson
Good,13,7,10,24.75,7,6,G,141,04:02.2,242.25,26,135,120,Jim Crowley,Maurice Barnes
Good,13,9,11,29.75,5,7,G,140,04:03.2,243.25,13,131,116,Seamus Durack,Brian Ellison
Good,13,2,12,31.25,1.5,6,G,152,04:03.6,243.55,12,143,122,Norman Williamson,Venetia Williams
Good,13,4,13,60.25,29,6,G,150,04:09.3,249.35,13,141,91,Rodi Greene,M C Pipe
Good,5,1,1,0,0,4,G,162,05:15.4,315.4,3.5,–,138,Seamus Durack,Ian Williams
Good,5,3,2,6,6,4,G,154,05:16.6,316.6,2,–,124,A P McCoy,M C Pipe
Good,5,5,3,36,30,5,G,154,05:22.6,322.6,21,–,–,Philip Hide,J T Gifford
Good,5,2,F,-,-,6,G,158,-,-,6,113,–,Jamie Goldstein,Nigel Twiston-Davies
Good,5,4,F,-,-,6,G,154,-,-,15,–,104,J R Kavanagh,Nicky Henderson
Good,11,8,1,0,0,5,G,153,05:16.5,316.5,4.5,113,137,A P McCoy,M C Pipe
Good,11,3,2,3.5,3.5,8,G,161,05:17.2,317.2,8,121,138,Richard Johnson,D Nicholson
Good,11,10,3,7.5,4,4,C,150,05:18.0,318,17,110,123,W Slattery,T J OMara
Good,11,5,4,15.5,8,8,G,154,05:19.6,319.6,26,114,119,P Verling,C Wilkinson
Good,11,9,5,16.75,1.25,7,G,150,05:19.9,319.85,11,113,117,Jim Crowley,Sue Smith
Good,11,4,6,29.75,13,5,G,161,05:22.4,322.45,8,121,117,Philip Hide,J T Gifford
Good,11,1,7,30.25,0.5,6,G,160,05:22.6,322.55,21,127,117,Barry Keniry,G B Balding
Good,11,11,8,35.25,5,6,G,141,05:23.5,323.55,17,101,86,D J Casey,A J Martin
Good,11,7,9,43.25,8,6,G,153,05:25.1,325.15,21,113,90,Andrew Thornton,Robin Dickin
Good,11,2,10,53.25,10,7,G,161,05:27.1,327.15,17,121,88,D Gallagher,David Arbuthnot
Good,11,6,PU,-,-,6,G,154,-,-,2.75,114,–,Jamie Spencer,Barney Curley
Good,5,3,1,0,0,6,G,158,03:58.7,238.7,2.25,–,145,Joe Tizzard,Paul Nicholls
Good,5,4,2,15,15,5,G,158,04:01.7,241.7,2.5,–,139,Richard Johnson,D Nicholson
Good,5,1,3,29,14,6,G,161,04:04.5,244.5,5.5,–,121,D J Casey,C F Swan
Good,5,2,4,44,15,7,G,158,04:07.5,247.5,21,80,102,Sean Fox,H M Kavanagh
Good,5,5,5,61,17,11,G,154,04:10.9,250.9,201,59,80,M Griffiths,C L Popham
Good,7,3,1,0,0,6,G,160,05:14.2,314.2,7,115,141,A P McCoy,Jonjo ONeill
Good,7,1,2,12,12,7,G,167,05:16.6,316.6,3.5,122,129,Norman Williamson,Philip Hobbs
Good,7,6,3,12.25,0.3,7,G,140,05:16.6,316.65,3.75,95,102,Joe Tizzard,Rod Millman
Good,7,4,4,27.25,15,8,G,154,05:19.6,319.65,12,112,107,John McNamara,T Hogan
Good,7,2,F,-,-,9,G,163,-,-,5.5,118,–,Richard Johnson,D Nicholson
Good,7,7,PU,-,-,10,G,140,-,-,67,95,–,W Worthington,Charles Smith
Good,7,5,PU,-,-,7,G,156,-,-,7,111,–,Andrew Thornton,T Casey
Good,10,5,1,0,0,4,G,154,04:02.0,242,11,–,133,Jim Culloty,Henrietta Knight
Good,10,8,2,0.75,0.75,4,G,151,04:02.1,242.15,15,–,132,Mr R Widger,Philip Hobbs
Good,10,4,3,2,1.25,4,G,153,04:02.4,242.4,6,–,135,L Corcoran,Mark Pitman
Good,10,7,4,24,22,4,G,154,04:06.8,246.8,5.5,–,109,Andrew Thornton,John Dunlop
Good,10,10,5,26.5,2.5,5,G,151,04:07.3,247.3,17,–,106,Ollie McPhail,D Nicholson
Good,10,3,6,27.5,1,4,G,158,04:07.5,247.5,7,–,109,Joe Tizzard,Paul Nicholls
Good,10,1,7,35.5,8,5,G,161,04:09.1,249.1,15,–,104,L Cummins,T G Mills
Good,10,9,8,37.5,2,6,G,154,04:09.5,249.5,6.5,–,102,Norman Williamson,Mark Pitman
Good,10,6,9,52.5,15,4,G,151,04:12.5,252.5,17,–,80,Jamie Goldstein,Nigel Twiston-Davies
Good,10,2,10,63.5,11,4,G,158,04:14.7,254.7,3.75,–,73,A P McCoy,Venetia Williams
